"","WageGroup","EduGroup","IndustryGroup","JobGroup","RiskGroup","AgeGroup","Sex","sum_Employment"
"3566","1",2,"18","4","2","7",1,56.91
"3567","1",2,"18","4","2","7",2,117.328
"3568","1",2,"18","5","3","4",2,124.695
"3569","1",2,"18","5","3","5",2,24.607
"3570","1",2,"18","6","2","6",1,197.968
"3571","1",2,"18","7","2","6",1,275.897
"3572","1",2,"18","8","3","5",1,7.872
"3573","1",2,"18","9","2","2",2,80.929
"3574","1",2,"18","9","2","4",1,241.349
"3575","1",2,"18","9","2","5",1,494.468
"3576","1",2,"18","9","2","5",2,1748.956
"3577","1",2,"18","9","2","6",1,1211.269
"3578","1",2,"18","9","2","6",2,1267.568
"3579","1",2,"18","9","2","7",1,92.536
"3580","1",2,"18","9","2","7",2,51.008
"3581","1",2,"18","9","3","5",2,59.978
"3582","1",2,"18","9","3","6",2,427.259
"3583","1",2,"19","2","1","5",1,177.51
"3584","1",2,"19","2","1","5",2,65.134
"3585","1",2,"19","2","1","6",1,238.475
"3586","1",2,"19","2","1","6",2,184.798
"3587","1",2,"19","2","1","7",1,155.732
"3588","1",2,"19","2","1","7",2,69.799
"3589","1",2,"19","3","3","4",1,18.457
"3590","1",2,"19","3","3","5",1,81.93
"3591","1",2,"19","3","3","5",2,236.201
"3592","1",2,"19","3","3","6",1,64.297
"3593","1",2,"19","4","1","6",1,251.819
"3594","1",2,"19","4","2","3",1,77.65
"3595","1",2,"19","4","2","3",2,422.46
"3596","1",2,"19","4","2","4",2,361.04
"3597","1",2,"19","4","2","5",1,137.018
"3598","1",2,"19","4","2","5",2,2343.429
"3599","1",2,"19","4","2","6",2,2740.533
"3600","1",2,"19","5","2","5",2,457.635
"3601","1",2,"19","5","2","6",1,98.236
"3602","1",2,"19","5","2","6",2,83.007
"3603","1",2,"19","5","2","7",2,171.528
"3604","1",2,"19","5","3","4",2,231.05
"3605","1",2,"19","5","3","5",2,106.909
"3606","1",2,"19","5","3","6",1,393.634
"3607","1",2,"19","5","3","6",2,76.183
"3608","1",2,"19","7","2","2",1,348.647
"3609","1",2,"19","7","2","3",1,783.344
"3610","1",2,"19","7","2","4",1,475.994
"3611","1",2,"19","7","2","5",1,545.543
"3612","1",2,"19","7","2","5",2,377.985
"3613","1",2,"19","7","2","6",1,751.161
"3614","1",2,"19","7","2","7",1,130.774
"3615","1",2,"19","7","3","4",2,75.765
"3616","1",2,"19","7","3","5",1,245.281
"3617","1",2,"19","7","3","6",2,130.561
"3618","1",2,"19","8","2","4",1,305.004
"3619","1",2,"19","8","2","5",1,716.759
"3620","1",2,"19","8","2","6",1,86.291
"3621","1",2,"19","8","2","7",1,11.409
"3622","1",2,"19","8","3","5",2,140.874
"3623","1",2,"19","8","3","6",2,68.816
"3624","1",2,"19","8","3","7",1,54.812
"3625","1",2,"19","9","2","3",2,43.084
"3626","1",2,"19","9","2","4",1,399.727
"3627","1",2,"19","9","2","4",2,491.482
"3628","1",2,"19","9","2","5",1,890.698
"3629","1",2,"19","9","2","5",2,6408.201
"3630","1",2,"19","9","2","6",1,826.999
"3631","1",2,"19","9","2","6",2,3239.528
"3632","1",2,"19","9","2","7",1,307.629
"3633","1",2,"19","9","2","7",2,202.638
"3634","1",2,"19","9","3","5",1,354.662
"3635","1",2,"19","9","3","5",2,77.076
"3636","1",2,"19","9","3","6",1,291.572
"3637","1",2,"19","9","3","6",2,63.993
"3638","1",2,"20","4","2","5",2,72.85
"3639","1",2,"20","9","2","5",2,2434.69
"3640","1",2,"20","9","2","6",1,39.003
"3641","1",2,"20","9","2","6",2,2568.766
"3642","1",3,"1","2","1","3",2,64.885
"3643","1",3,"1","2","1","6",1,105.956
"3644","1",3,"1","3","2","5",2,10.654
"3645","1",3,"1","3","3","2",1,101.1
"3646","1",3,"1","3","3","2",2,241.862
"3647","1",3,"1","3","3","3",2,277.378
"3648","1",3,"1","3","3","4",2,108.559
"3649","1",3,"1","3","3","5",2,107.06
"3650","1",3,"1","4","2","5",2,55.049
"3651","1",3,"1","4","2","7",2,67.294
"3652","1",3,"1","5","3","4",2,58.86
"3653","1",3,"1","5","3","5",1,39.278
"3654","1",3,"1","5","3","5",2,114.339
"3655","1",3,"1","6","2","1",1,60.401
"3656","1",3,"1","6","2","2",1,629.495
"3657","1",3,"1","6","2","3",1,125.606
"3658","1",3,"1","6","2","4",1,327.898
"3659","1",3,"1","6","2","4",2,317.613
"3660","1",3,"1","6","2","5",1,490.33
"3661","1",3,"1","6","2","5",2,322.805
"3662","1",3,"1","6","2","6",1,457.06
"3663","1",3,"1","6","2","6",2,24.024
"3664","1",3,"1","6","3","2",1,52.906
"3665","1",3,"1","6","3","3",1,74.688
"3666","1",3,"1","6","3","4",1,48.672
"3667","1",3,"1","6","3","5",2,194.791
"3668","1",3,"1","6","3","6",1,64.064
"3669","1",3,"1","8","2","3",1,133.263
"3670","1",3,"1","8","2","4",1,95.019
"3671","1",3,"1","8","2","5",1,120.177
"3672","1",3,"1","8","2","6",1,136.895
"3673","1",3,"1","9","2","1",2,35.842
"3674","1",3,"1","9","2","2",1,508.089
"3675","1",3,"1","9","2","2",2,618.163
"3676","1",3,"1","9","2","3",1,583.638
"3677","1",3,"1","9","2","3",2,549.263
"3678","1",3,"1","9","2","4",1,926.643
"3679","1",3,"1","9","2","4",2,2333.781
"3680","1",3,"1","9","2","5",1,1087.206
"3681","1",3,"1","9","2","5",2,1938.505
"3682","1",3,"1","9","2","6",1,912.346
"3683","1",3,"1","9","2","6",2,485.892
"3684","1",3,"1","9","2","7",1,55.594
"3685","1",3,"2","3","3","3",2,33.877
"3686","1",3,"2","3","3","5",1,41.28
"3687","1",3,"2","3","3","6",1,36.91
"3688","1",3,"2","7","2","5",1,18.562
"3689","1",3,"2","8","2","3",1,39.114
"3690","1",3,"2","8","2","4",1,241.316
"3691","1",3,"2","8","2","5",1,88.393
"3692","1",3,"2","8","2","6",1,52.786
"3693","1",3,"2","9","2","7",1,134.753
"3694","1",3,"3","2","1","1",1,64.884
"3695","1",3,"3","2","1","1",2,195.228
"3696","1",3,"3","2","1","2",1,729.158
"3697","1",3,"3","2","1","2",2,613.848
"3698","1",3,"3","2","1","3",1,268.192
"3699","1",3,"3","2","1","3",2,445.509
"3700","1",3,"3","2","1","4",1,174.1
"3701","1",3,"3","2","1","4",2,644.728
"3702","1",3,"3","2","2","1",1,167.795
"3703","1",3,"3","2","2","2",1,251.779
"3704","1",3,"3","2","2","4",2,293.382
"3705","1",3,"3","3","2","3",2,193.377
"3706","1",3,"3","3","2","4",2,52.432
"3707","1",3,"3","3","3","1",1,854.36
"3708","1",3,"3","3","3","1",2,2751.389
"3709","1",3,"3","3","3","2",1,2146.558
"3710","1",3,"3","3","3","2",2,11248.53
"3711","1",3,"3","3","3","3",1,412.217
"3712","1",3,"3","3","3","3",2,13870.511
"3713","1",3,"3","3","3","4",1,1173
"3714","1",3,"3","3","3","4",2,21528.117
"3715","1",3,"3","3","3","5",1,1778.047
"3716","1",3,"3","3","3","5",2,8168.907
"3717","1",3,"3","3","3","6",1,787.524
"3718","1",3,"3","3","3","6",2,474.641
"3719","1",3,"3","3","3","7",1,360.272
"3720","1",3,"3","4","2","2",2,171.768
"3721","1",3,"3","4","2","4",1,30.127
"3722","1",3,"3","4","2","4",2,1022.9
"3723","1",3,"3","4","2","5",1,116.242
"3724","1",3,"3","4","2","5",2,2249.207
"3725","1",3,"3","4","2","6",1,8.503
"3726","1",3,"3","4","2","6",2,475.62
"3727","1",3,"3","5","2","1",1,352.686
"3728","1",3,"3","5","2","2",1,544.45
"3729","1",3,"3","5","2","3",1,358.861
"3730","1",3,"3","5","2","4",1,1018.078
"3731","1",3,"3","5","2","4",2,677.857
"3732","1",3,"3","5","2","5",1,472.013
"3733","1",3,"3","5","2","5",2,319.265
"3734","1",3,"3","5","2","6",2,104.441
"3735","1",3,"3","5","2","7",1,60.765
"3736","1",3,"3","5","3","2",2,119.227
"3737","1",3,"3","5","3","3",1,45.397
"3738","1",3,"3","5","3","3",2,109.679
"3739","1",3,"3","5","3","4",2,1059.534
"3740","1",3,"3","5","3","5",2,788.576
"3741","1",3,"3","5","3","6",1,786.485
"3742","1",3,"3","5","3","6",2,516.824
"3743","1",3,"3","7","1","1",1,502.804
"3744","1",3,"3","7","1","2",1,416.907
"3745","1",3,"3","7","1","3",1,152.517
"3746","1",3,"3","7","1","3",2,95.358
"3747","1",3,"3","7","1","4",1,127.424
"3748","1",3,"3","7","1","4",2,141.811
"3749","1",3,"3","7","1","5",2,17.84
"3750","1",3,"3","7","2","1",1,645.268
"3751","1",3,"3","7","2","1",2,1030.104
"3752","1",3,"3","7","2","2",1,4298.064
"3753","1",3,"3","7","2","2",2,787.124
"3754","1",3,"3","7","2","3",1,2078.606
"3755","1",3,"3","7","2","3",2,5012.887
"3756","1",3,"3","7","2","4",1,3392.403
"3757","1",3,"3","7","2","4",2,22176.034
"3758","1",3,"3","7","2","5",1,2901.106
"3759","1",3,"3","7","2","5",2,19073.097
"3760","1",3,"3","7","2","6",1,1246.528
"3761","1",3,"3","7","2","6",2,1946.257
"3762","1",3,"3","7","2","7",1,208.807
"3763","1",3,"3","7","3","1",1,186.649
"3764","1",3,"3","7","3","2",1,3379.114
"3765","1",3,"3","7","3","3",1,3065.823
"3766","1",3,"3","7","3","3",2,194.877
"3767","1",3,"3","7","3","4",1,3481.621
"3768","1",3,"3","7","3","4",2,2424.702
"3769","1",3,"3","7","3","5",1,3092.215
"3770","1",3,"3","7","3","5",2,2730.776
"3771","1",3,"3","7","3","6",1,904.58
"3772","1",3,"3","8","2","1",1,318.771
"3773","1",3,"3","8","2","2",1,1370.802
"3774","1",3,"3","8","2","2",2,209.125
"3775","1",3,"3","8","2","3",1,2118.169
"3776","1",3,"3","8","2","3",2,848.34
"3777","1",3,"3","8","2","4",1,3509.972
"3778","1",3,"3","8","2","4",2,2522.163
"3779","1",3,"3","8","2","5",1,2507.716
"3780","1",3,"3","8","2","5",2,2176.143
"3781","1",3,"3","8","2","6",1,1745.764
"3782","1",3,"3","8","2","6",2,77.13
"3783","1",3,"3","8","2","7",1,42.943
"3784","1",3,"3","8","3","1",1,11088.601
"3785","1",3,"3","8","3","1",2,1564.82
"3786","1",3,"3","8","3","2",1,33013.717
"3787","1",3,"3","8","3","2",2,14559.293
"3788","1",3,"3","8","3","3",1,22556.476
"3789","1",3,"3","8","3","3",2,19978.166
"3790","1",3,"3","8","3","4",1,11252.254
"3791","1",3,"3","8","3","4",2,62752.343
"3792","1",3,"3","8","3","5",1,11496.518
"3793","1",3,"3","8","3","5",2,37906.269
"3794","1",3,"3","8","3","6",1,5653.247
"3795","1",3,"3","8","3","6",2,1788.219
"3796","1",3,"3","8","3","7",1,468.373
"3797","1",3,"3","8","3","7",2,38.24
"3798","1",3,"3","9","2","1",1,1884.321
"3799","1",3,"3","9","2","1",2,1240.059
"3800","1",3,"3","9","2","2",1,7218.273
"3801","1",3,"3","9","2","2",2,11585.055
"3802","1",3,"3","9","2","3",1,4957.247
"3803","1",3,"3","9","2","3",2,18018.237
"3804","1",3,"3","9","2","4",1,3776.311
"3805","1",3,"3","9","2","4",2,44746.144
"3806","1",3,"3","9","2","5",1,3779.641
"3807","1",3,"3","9","2","5",2,30800.374
"3808","1",3,"3","9","2","6",1,5319.548
"3809","1",3,"3","9","2","6",2,4342.414
"3810","1",3,"3","9","2","7",1,1450
"3811","1",3,"3","9","2","7",2,391.451
"3812","1",3,"3","9","3","2",1,215.6
"3813","1",3,"3","9","3","3",1,606.704
"3814","1",3,"3","9","3","3",2,319.183
"3815","1",3,"3","9","3","4",1,275.821
"3816","1",3,"3","9","3","4",2,282.885
"3817","1",3,"3","9","3","5",1,43.851
"3818","1",3,"3","9","3","5",2,921.927
"3819","1",3,"3","9","3","6",2,413.432
"3820","1",3,"4","3","2","5",2,188.659
"3821","1",3,"4","3","3","1",2,62.221
"3822","1",3,"4","3","3","2",2,211.491
"3823","1",3,"4","3","3","3",1,48.287
"3824","1",3,"4","3","3","3",2,117.08
"3825","1",3,"4","3","3","4",1,282.801
"3826","1",3,"4","3","3","4",2,209.651
"3827","1",3,"4","3","3","5",2,69.318
"3828","1",3,"4","4","2","4",2,15.554
"3829","1",3,"4","7","1","3",1,24.156
"3830","1",3,"4","7","1","6",1,50.187
"3831","1",3,"4","7","2","3",1,272.244
"3832","1",3,"4","7","2","5",1,34.638
"3833","1",3,"4","7","2","6",1,246.974
"3834","1",3,"4","8","2","1",1,170.412
"3835","1",3,"4","8","2","6",1,348.669
"3836","1",3,"4","9","2","3",1,110.303
"3837","1",3,"4","9","2","3",2,74.425
"3838","1",3,"4","9","2","4",2,240.499
"3839","1",3,"4","9","2","5",1,34.56
"3840","1",3,"4","9","2","5",2,293.162
"3841","1",3,"4","9","2","6",1,292.153
"3842","1",3,"4","9","2","6",2,82.284
"3843","1",3,"4","9","3","3",1,60.993
"3844","1",3,"4","9","3","3",2,44.125
"3845","1",3,"4","9","3","4",1,342.542
"3846","1",3,"4","9","3","4",2,1180.528
"3847","1",3,"4","9","3","5",2,538.157
"3848","1",3,"4","9","3","6",1,201.253
"3849","1",3,"5","3","3","2",2,174.642
"3850","1",3,"5","3","3","3",2,759.654
"3851","1",3,"5","3","3","4",2,978.171
"3852","1",3,"5","3","3","5",1,143.722
"3853","1",3,"5","3","3","5",2,262.573
"3854","1",3,"5","3","3","6",1,388.746
"3855","1",3,"5","4","2","4",2,147.153
"3856","1",3,"5","5","2","4",2,9.002
"3857","1",3,"5","7","2","3",1,250.598
"3858","1",3,"5","7","2","4",1,199.567
"3859","1",3,"5","7","3","5",1,139.433
"3860","1",3,"5","8","2","3",1,774.248
"3861","1",3,"5","8","2","4",1,517.606
"3862","1",3,"5","8","2","5",1,723.965
"3863","1",3,"5","8","2","5",2,8.748
"3864","1",3,"5","8","2","6",1,289.383
"3865","1",3,"5","9","2","3",1,383.385
"3866","1",3,"5","9","2","3",2,108.371
"3867","1",3,"5","9","2","4",1,434.662
"3868","1",3,"5","9","2","4",2,416.964
"3869","1",3,"5","9","2","5",1,247.27
"3870","1",3,"5","9","2","5",2,554.109
"3871","1",3,"5","9","2","6",1,1478.918
"3872","1",3,"5","9","2","6",2,166.265
"3873","1",3,"5","9","2","7",1,34.512
"3874","1",3,"6","2","1","2",1,377.798
"3875","1",3,"6","2","1","3",1,42.584
"3876","1",3,"6","2","1","4",1,250.825
"3877","1",3,"6","2","1","6",1,245.699
"3878","1",3,"6","2","2","4",1,151.996
"3879","1",3,"6","2","2","5",1,165.358
"3880","1",3,"6","3","3","1",1,95.495
"3881","1",3,"6","3","3","1",2,835.187
"3882","1",3,"6","3","3","2",1,1508.848
"3883","1",3,"6","3","3","2",2,2579.905
"3884","1",3,"6","3","3","3",1,513.068
"3885","1",3,"6","3","3","3",2,5049.904
"3886","1",3,"6","3","3","4",1,873.679
"3887","1",3,"6","3","3","4",2,7775.341
"3888","1",3,"6","3","3","5",1,81.439
"3889","1",3,"6","3","3","5",2,1860.387
"3890","1",3,"6","3","3","6",1,357.056
"3891","1",3,"6","3","3","6",2,202.773
"3892","1",3,"6","3","3","7",1,143.929
"3893","1",3,"6","4","2","4",2,31.784
"3894","1",3,"6","4","2","5",2,32.944
"3895","1",3,"6","5","2","4",1,35.275
"3896","1",3,"6","5","2","4",2,160.053
"3897","1",3,"6","6","2","6",1,579.615
"3898","1",3,"6","7","1","1",1,211.933
"3899","1",3,"6","7","1","2",1,2060.613
"3900","1",3,"6","7","1","3",1,1251.589
"3901","1",3,"6","7","1","4",1,3848.354
"3902","1",3,"6","7","1","4",2,165.248
"3903","1",3,"6","7","1","5",1,2659.342
"3904","1",3,"6","7","1","6",1,1016.675
"3905","1",3,"6","7","1","7",1,344.324
"3906","1",3,"6","7","2","1",1,305.112
"3907","1",3,"6","7","2","2",1,3541.314
"3908","1",3,"6","7","2","3",1,3812.079
"3909","1",3,"6","7","2","4",1,7885.647
"3910","1",3,"6","7","2","4",2,256.114
"3911","1",3,"6","7","2","5",1,13815.56
"3912","1",3,"6","7","2","5",2,538.294
"3913","1",3,"6","7","2","6",1,6178.364
"3914","1",3,"6","7","2","7",1,192.863
"3915","1",3,"6","7","3","1",1,409.64
"3916","1",3,"6","7","3","2",1,2529.172
"3917","1",3,"6","7","3","3",1,1474.975
"3918","1",3,"6","7","3","4",1,8033.983
"3919","1",3,"6","7","3","4",2,1617.373
"3920","1",3,"6","7","3","5",1,10037.258
"3921","1",3,"6","7","3","5",2,1735.674
"3922","1",3,"6","7","3","6",1,4353.146
"3923","1",3,"6","7","3","6",2,408.783
"3924","1",3,"6","7","3","7",1,176.175
"3925","1",3,"6","8","2","2",1,214.834
"3926","1",3,"6","8","2","3",1,1390.285
"3927","1",3,"6","8","2","4",1,908.734
"3928","1",3,"6","8","2","5",1,811.46
"3929","1",3,"6","8","2","6",1,97.376
"3930","1",3,"6","8","2","7",1,49.737
"3931","1",3,"6","8","3","4",1,798.106
"3932","1",3,"6","8","3","4",2,82.447
"3933","1",3,"6","8","3","5",1,353.745
"3934","1",3,"6","8","3","6",1,213.228
"3935","1",3,"6","8","3","7",1,72.522
"3936","1",3,"6","9","2","1",1,627.603
"3937","1",3,"6","9","2","2",1,5761.616
"3938","1",3,"6","9","2","3",1,10712.077
"3939","1",3,"6","9","2","3",2,229.409
"3940","1",3,"6","9","2","4",1,26488.48
"3941","1",3,"6","9","2","4",2,1704.78
"3942","1",3,"6","9","2","5",1,37907.167
"3943","1",3,"6","9","2","5",2,2459.352
"3944","1",3,"6","9","2","6",1,10551.29
"3945","1",3,"6","9","2","6",2,787.408
"3946","1",3,"6","9","2","7",1,612.875
"3947","1",3,"6","9","3","2",1,22.418
"3948","1",3,"6","9","3","4",2,51.315
"3949","1",3,"6","9","3","5",2,174.993
"3950","1",3,"6","9","3","6",1,293.689
"3951","1",3,"7","2","1","2",1,955.571
"3952","1",3,"7","2","1","2",2,129.094
"3953","1",3,"7","2","1","3",2,168.097
"3954","1",3,"7","2","1","5",2,247.307
"3955","1",3,"7","2","2","1",2,71.381
"3956","1",3,"7","2","2","2",2,102.091
"3957","1",3,"7","2","2","3",1,10.342
"3958","1",3,"7","2","2","4",1,230.997
"3959","1",3,"7","2","2","4",2,150.472
"3960","1",3,"7","2","2","5",1,9.568
"3961","1",3,"7","2","2","6",1,393.652
"3962","1",3,"7","2","2","6",2,113.336
"3963","1",3,"7","3","2","2",2,1155.153
"3964","1",3,"7","3","2","3",2,705.019
"3965","1",3,"7","3","2","4",2,539.348
"3966","1",3,"7","3","2","5",2,304.496
"3967","1",3,"7","3","3","1",1,669.887
"3968","1",3,"7","3","3","1",2,2972.153
"3969","1",3,"7","3","3","2",1,3242.748
"3970","1",3,"7","3","3","2",2,9679.314
"3971","1",3,"7","3","3","3",1,2963.774
"3972","1",3,"7","3","3","3",2,19002.594
"3973","1",3,"7","3","3","4",1,863.824
"3974","1",3,"7","3","3","4",2,21566.32
"3975","1",3,"7","3","3","5",1,893.982
"3976","1",3,"7","3","3","5",2,8997.335
"3977","1",3,"7","3","3","6",1,260.375
"3978","1",3,"7","3","3","6",2,1537.013
"3979","1",3,"7","3","3","7",1,243.25
"3980","1",3,"7","4","2","1",1,237.654
"3981","1",3,"7","4","2","2",2,167.065
"3982","1",3,"7","4","2","3",2,162.715
"3983","1",3,"7","4","2","4",1,180.076
"3984","1",3,"7","4","2","4",2,1260.16
"3985","1",3,"7","4","2","5",2,1002.348
"3986","1",3,"7","4","2","6",2,502.195
"3987","1",3,"7","4","3","4",2,199.814
"3988","1",3,"7","5","2","2",1,2252.578
"3989","1",3,"7","5","2","2",2,293.278
"3990","1",3,"7","5","2","3",1,2735.014
"3991","1",3,"7","5","2","3",2,602.492
"3992","1",3,"7","5","2","4",1,1165.677
"3993","1",3,"7","5","2","4",2,1143.663
"3994","1",3,"7","5","2","5",1,744.994
"3995","1",3,"7","5","2","6",1,408.7
"3996","1",3,"7","5","2","6",2,234.876
"3997","1",3,"7","5","3","1",1,6337.547
"3998","1",3,"7","5","3","1",2,5248.18
"3999","1",3,"7","5","3","2",1,22903.136
"4000","1",3,"7","5","3","2",2,27957.091
"4001","1",3,"7","5","3","3",1,11004.525
"4002","1",3,"7","5","3","3",2,31704.197
"4003","1",3,"7","5","3","4",1,5321.72
"4004","1",3,"7","5","3","4",2,90952.321
"4005","1",3,"7","5","3","5",1,3541.683
"4006","1",3,"7","5","3","5",2,71881.97
"4007","1",3,"7","5","3","6",1,1798.313
"4008","1",3,"7","5","3","6",2,7969.51
"4009","1",3,"7","5","3","7",1,911.289
"4010","1",3,"7","5","3","7",2,61.925
"4011","1",3,"7","7","1","2",1,689.83
"4012","1",3,"7","7","1","3",1,209.328
"4013","1",3,"7","7","2","1",1,1060.261
"4014","1",3,"7","7","2","2",1,1009.871
"4015","1",3,"7","7","2","2",2,137.852
"4016","1",3,"7","7","2","3",1,453.735
"4017","1",3,"7","7","2","3",2,245.59
"4018","1",3,"7","7","2","4",1,1026.093
"4019","1",3,"7","7","2","4",2,599.52
"4020","1",3,"7","7","2","5",1,834.806
"4021","1",3,"7","7","2","5",2,1253.884
"4022","1",3,"7","7","3","3",1,29.164
"4023","1",3,"7","7","3","4",2,7.958
"4024","1",3,"7","7","3","5",1,144.086
"4025","1",3,"7","7","3","5",2,329.431
"4026","1",3,"7","7","3","6",1,302.889
"4027","1",3,"7","8","2","2",1,428.898
"4028","1",3,"7","8","2","3",1,1973.439
"4029","1",3,"7","8","2","3",2,266.59
"4030","1",3,"7","8","2","4",1,3504.543
"4031","1",3,"7","8","2","5",1,1643.879
"4032","1",3,"7","8","2","5",2,93.197
"4033","1",3,"7","8","2","6",1,421.011
"4034","1",3,"7","8","3","2",1,291.643
"4035","1",3,"7","8","3","3",1,1424.156
"4036","1",3,"7","8","3","4",1,20.556
"4037","1",3,"7","8","3","4",2,142.325
"4038","1",3,"7","8","3","5",2,595.023
"4039","1",3,"7","8","3","6",1,113.601
"4040","1",3,"7","9","2","1",1,839.465
"4041","1",3,"7","9","2","1",2,80.458
"4042","1",3,"7","9","2","2",1,7085.097
"4043","1",3,"7","9","2","2",2,2298.756
"4044","1",3,"7","9","2","3",1,4470.061
"4045","1",3,"7","9","2","3",2,3564.212
"4046","1",3,"7","9","2","4",1,3399.115
"4047","1",3,"7","9","2","4",2,21014.756
"4048","1",3,"7","9","2","5",1,2428.164
"4049","1",3,"7","9","2","5",2,15297.205
"4050","1",3,"7","9","2","6",1,3740.468
"4051","1",3,"7","9","2","6",2,1228.914
"4052","1",3,"7","9","2","7",1,701.4
"4053","1",3,"7","9","2","7",2,78.672
"4054","1",3,"7","9","3","2",1,3341.196
"4055","1",3,"7","9","3","3",1,4646.492
"4056","1",3,"7","9","3","3",2,59.749
"4057","1",3,"7","9","3","4",1,5128.446
"4058","1",3,"7","9","3","4",2,2294.864
"4059","1",3,"7","9","3","5",1,3552.227
"4060","1",3,"7","9","3","5",2,2817.918
"4061","1",3,"7","9","3","6",1,1112.371
"4062","1",3,"7","9","3","6",2,429.371
"4063","1",3,"7","9","3","7",1,310.75
"4064","1",3,"8","2","1","6",1,24.464
"4065","1",3,"8","3","2","3",1,41.04
"4066","1",3,"8","3","2","3",2,155.627
"4067","1",3,"8","3","2","4",2,218.24
"4068","1",3,"8","3","2","5",2,648.236
"4069","1",3,"8","3","2","6",2,86.115
"4070","1",3,"8","3","3","1",2,1225.437
"4071","1",3,"8","3","3","2",1,1574.594
"4072","1",3,"8","3","3","2",2,3536.717
"4073","1",3,"8","3","3","3",1,1184.275
"4074","1",3,"8","3","3","3",2,3039.008
"4075","1",3,"8","3","3","4",1,321.9
"4076","1",3,"8","3","3","4",2,5857.915
"4077","1",3,"8","3","3","5",1,513.222
"4078","1",3,"8","3","3","5",2,1160.984
"4079","1",3,"8","3","3","6",1,503.6
"4080","1",3,"8","3","3","6",2,291.319
"4081","1",3,"8","3","3","7",1,193.34
"4082","1",3,"8","3","3","7",2,153.933
"4083","1",3,"8","4","2","4",2,64.166
"4084","1",3,"8","4","2","5",2,744.093
"4085","1",3,"8","4","2","6",1,37.149
"4086","1",3,"8","4","2","7",1,86.479
"4087","1",3,"8","5","3","2",2,83.972
"4088","1",3,"8","5","3","3",2,80.464
"4089","1",3,"8","5","3","4",1,13.503
"4090","1",3,"8","5","3","4",2,1577.937
"4091","1",3,"8","5","3","5",1,380.017
"4092","1",3,"8","5","3","5",2,1672.262
"4093","1",3,"8","5","3","6",2,22.331
"4094","1",3,"8","5","3","7",1,55.394
"4095","1",3,"8","7","2","1",1,219.402
"4096","1",3,"8","7","2","2",1,434.04
"4097","1",3,"8","7","2","3",2,321.999
"4098","1",3,"8","7","2","4",1,146.878
"4099","1",3,"8","7","2","4",2,235.3
"4100","1",3,"8","7","2","5",1,154.174
"4101","1",3,"8","8","2","1",1,416.494
"4102","1",3,"8","8","2","2",1,1248.62
"4103","1",3,"8","8","2","2",2,32.704
"4104","1",3,"8","8","2","3",1,4719.103
"4105","1",3,"8","8","2","3",2,179.796
"4106","1",3,"8","8","2","4",1,10538.807
"4107","1",3,"8","8","2","4",2,87.489
"4108","1",3,"8","8","2","5",1,22646.279
"4109","1",3,"8","8","2","5",2,325.799
"4110","1",3,"8","8","2","6",1,13723.685
"4111","1",3,"8","8","2","6",2,11.357
"4112","1",3,"8","8","2","7",1,1961.107
"4113","1",3,"8","8","3","1",1,91.225
"4114","1",3,"8","9","2","1",2,76.827
"4115","1",3,"8","9","2","2",1,2463.473
"4116","1",3,"8","9","2","2",2,1109.859
"4117","1",3,"8","9","2","3",1,4421.526
"4118","1",3,"8","9","2","3",2,2208.059
"4119","1",3,"8","9","2","4",1,3499.547
"4120","1",3,"8","9","2","4",2,6066.307
"4121","1",3,"8","9","2","5",1,2100.748
"4122","1",3,"8","9","2","5",2,3699.319
"4123","1",3,"8","9","2","6",1,1118.185
"4124","1",3,"8","9","2","6",2,220.081
"4125","1",3,"8","9","2","7",1,289.776
"4126","1",3,"8","9","3","1",1,114.164
"4127","1",3,"8","9","3","2",1,2317.714
"4128","1",3,"8","9","3","3",1,3885.716
"4129","1",3,"8","9","3","4",1,3402.12
"4130","1",3,"8","9","3","4",2,722.774
"4131","1",3,"8","9","3","5",1,4184.082
"4132","1",3,"8","9","3","5",2,877.688
"4133","1",3,"8","9","3","6",1,1051.525
"4134","1",3,"8","9","3","6",2,147.536
"4135","1",3,"8","9","3","7",1,352.899
"4136","1",3,"9","1","1","3",1,350.947
"4137","1",3,"9","2","1","2",1,216.696
"4138","1",3,"9","2","1","4",1,116.86
"4139","1",3,"9","2","1","6",1,78.864
"4140","1",3,"9","2","2","4",2,40.999
"4141","1",3,"9","3","2","2",1,27.217
"4142","1",3,"9","3","2","2",2,328.369
"4143","1",3,"9","3","2","3",1,467.758
"4144","1",3,"9","3","2","3",2,262.771
"4145","1",3,"9","3","2","4",1,9.573
"4146","1",3,"9","3","2","4",2,329.94
"4147","1",3,"9","3","2","5",2,13.384
"4148","1",3,"9","3","2","6",2,19.846
"4149","1",3,"9","3","3","2",1,331.506
"4150","1",3,"9","3","3","3",2,53.425
"4151","1",3,"9","3","3","4",2,73.403
"4152","1",3,"9","3","3","6",2,15.125
"4153","1",3,"9","4","2","1",1,549.738
"4154","1",3,"9","4","2","1",2,457.624
"4155","1",3,"9","4","2","2",1,8515.615
"4156","1",3,"9","4","2","2",2,5178.804
"4157","1",3,"9","4","2","3",1,3140.95
"4158","1",3,"9","4","2","3",2,3596.13
"4159","1",3,"9","4","2","4",1,2367.26
"4160","1",3,"9","4","2","4",2,13953.988
"4161","1",3,"9","4","2","5",1,1146.601
"4162","1",3,"9","4","2","5",2,28875.606
"4163","1",3,"9","4","2","6",1,216.394
