"","IndustryGroup","JobGroup","RiskGroup","V20","V21","sum_Employment"
"3042","7","5","3",467,521,36433.874
"3043","7","5","3",467,530,949.798
"3044","7","5","3",468,521,1641.551
"3045","7","5","3",468,530,168.001
"3046","7","5","3",471,521,433403.473
"3047","7","5","3",471,530,3062.274
"3048","7","5","3",472,521,202621.845
"3049","7","5","3",472,530,4943.16
"3050","7","5","3",473,521,36283.237
"3051","7","5","3",473,530,81123.587
"3052","7","5","3",474,521,350235.616
"3053","7","5","3",474,530,2482.127
"3054","7","5","3",475,521,106262.3
"3055","7","5","3",475,530,885.94
"3056","7","5","3",476,521,58356.821
"3057","7","5","3",476,530,520.861
"3058","7","5","3",477,521,3426.02
"3059","7","5","3",477,530,242.385
"3060","7","5","3",478,521,180860.537
"3061","7","5","3",478,530,6798.3
"3062","7","5","3",479,521,4094.468
"3063","7","5","3",479,530,213201.281
"3064","7","6","2",462,611,75.351
"3065","7","6","2",462,612,80.336
"3066","7","6","2",478,612,22.263
"3067","7","7","1",464,762,597.394
"3068","7","7","1",465,762,57.168
"3069","7","7","1",466,762,211.927
"3070","7","7","1",471,762,879.8
"3071","7","7","1",475,762,1998.179
"3072","7","7","2",451,751,1258.198
"3073","7","7","2",452,721,42.671
"3074","7","7","2",452,751,5224.923
"3075","7","7","2",452,761,811.48
"3076","7","7","2",453,752,1344.321
"3077","7","7","2",453,753,172.895
"3078","7","7","2",461,721,374.961
"3079","7","7","2",461,753,277.797
"3080","7","7","2",462,710,30.099
"3081","7","7","2",462,753,78.126
"3082","7","7","2",463,710,7117.441
"3083","7","7","2",463,753,73.308
"3084","7","7","2",463,772,38.834
"3085","7","7","2",464,721,542.455
"3086","7","7","2",464,761,615.942
"3087","7","7","2",464,791,163.223
"3088","7","7","2",465,751,342.467
"3089","7","7","2",465,752,529.729
"3090","7","7","2",465,753,8943.329
"3091","7","7","2",465,761,8518.214
"3092","7","7","2",465,780,866.097
"3093","7","7","2",466,751,195.02
"3094","7","7","2",466,753,536.729
"3095","7","7","2",466,772,31.453
"3096","7","7","2",467,721,391.574
"3097","7","7","2",467,751,202.751
"3098","7","7","2",467,753,518.56
"3099","7","7","2",467,772,280.464
"3100","7","7","2",471,710,3878.532
"3101","7","7","2",471,753,102.292
"3102","7","7","2",471,761,608.288
"3103","7","7","2",472,710,23389.156
"3104","7","7","2",473,753,1609.123
"3105","7","7","2",473,761,10362.14
"3106","7","7","2",473,780,269.917
"3107","7","7","2",474,721,428.122
"3108","7","7","2",474,791,268.312
"3109","7","7","2",474,799,322.984
"3110","7","7","2",475,753,2131.755
"3111","7","7","2",475,761,32.868
"3112","7","7","2",475,772,413.984
"3113","7","7","2",475,791,137.852
"3114","7","7","2",475,792,121.765
"3115","7","7","2",475,799,898.112
"3116","7","7","2",476,752,464.967
"3117","7","7","2",476,761,156.207
"3118","7","7","2",478,710,402.908
"3119","7","7","2",478,721,12.863
"3120","7","7","2",478,753,66.259
"3121","7","7","2",478,761,2006.307
"3122","7","7","2",478,791,1283.56
"3123","7","7","2",479,721,307.285
"3124","7","7","2",479,761,761.877
"3125","7","7","3",464,730,105.744
"3126","7","7","3",464,773,235.047
"3127","7","7","3",465,743,50.912
"3128","7","7","3",466,743,186.673
"3129","7","7","3",466,771,210.245
"3130","7","7","3",466,773,4391.352
"3131","7","7","3",467,743,260.21
"3132","7","7","3",467,771,21.187
"3133","7","7","3",471,722,209.329
"3134","7","7","3",471,773,390.457
"3135","7","7","3",474,722,742.717
"3136","7","7","3",475,730,366.371
"3137","7","7","3",475,743,9.362
"3138","7","7","3",475,771,15.108
"3139","7","7","3",475,773,8991.436
"3140","7","7","3",479,722,179.019
"3141","7","8","2",451,873,490.091
"3142","7","8","2",452,873,2786.536
"3143","7","8","2",461,873,168.065
"3144","7","8","2",462,811,25.824
"3145","7","8","2",462,819,107.361
"3146","7","8","2",462,873,594.266
"3147","7","8","2",462,874,211.202
"3148","7","8","2",463,811,617.817
"3149","7","8","2",463,873,35250.35
"3150","7","8","2",463,874,535.872
"3151","7","8","2",464,873,5530.343
"3152","7","8","2",464,874,265.329
"3153","7","8","2",465,873,774.234
"3154","7","8","2",465,875,221.306
"3155","7","8","2",466,873,4742.544
"3156","7","8","2",466,874,248.051
"3157","7","8","2",466,875,112.407
