"","IndustryGroup","JobGroup","RiskGroup","V20","V21","sum_Employment"
"1467","3","8","2",202,873,208.294
"1468","3","8","2",202,874,216.874
"1469","3","8","2",202,875,18.636
"1470","3","8","2",203,873,173.454
"1471","3","8","2",203,874,866.387
"1472","3","8","2",204,873,1139.493
"1473","3","8","2",204,874,1179.329
"1474","3","8","2",204,881,639.447
"1475","3","8","2",205,873,301.127
"1476","3","8","2",205,874,164.622
"1477","3","8","2",212,873,611.053
"1478","3","8","2",212,881,66.981
"1479","3","8","2",221,873,925.203
"1480","3","8","2",221,874,695.904
"1481","3","8","2",222,873,3950.638
"1482","3","8","2",222,874,1362.395
"1483","3","8","2",231,873,289.309
"1484","3","8","2",231,874,1079.662
"1485","3","8","2",232,873,171.537
"1486","3","8","2",232,874,395.194
"1487","3","8","2",232,875,103.18
"1488","3","8","2",233,871,102.899
"1489","3","8","2",233,873,8716.228
"1490","3","8","2",233,874,1412.306
"1491","3","8","2",233,875,389.749
"1492","3","8","2",233,881,203.64
"1493","3","8","2",233,882,43.495
"1494","3","8","2",239,873,407.191
"1495","3","8","2",239,874,856.618
"1496","3","8","2",239,875,338.621
"1497","3","8","2",241,861,184.488
"1498","3","8","2",241,873,1488.647
"1499","3","8","2",241,874,4399.305
"1500","3","8","2",242,873,52.442
"1501","3","8","2",242,874,826.419
"1502","3","8","2",243,873,327.586
"1503","3","8","2",243,874,381.628
"1504","3","8","2",243,875,42.027
"1505","3","8","2",251,873,1207.944
"1506","3","8","2",251,874,1263.31
"1507","3","8","2",259,812,44.958
"1508","3","8","2",259,853,454.765
"1509","3","8","2",259,873,3427.042
"1510","3","8","2",259,874,1969.324
"1511","3","8","2",259,882,68.734
"1512","3","8","2",261,853,194.041
"1513","3","8","2",261,861,123.941
"1514","3","8","2",261,873,103.163
"1515","3","8","2",261,874,156.676
"1516","3","8","2",262,853,141.385
"1517","3","8","2",262,873,99.358
"1518","3","8","2",262,874,818.707
"1519","3","8","2",263,853,170.527
"1520","3","8","2",264,873,704.511
"1521","3","8","2",265,853,227.708
"1522","3","8","2",265,873,344.075
"1523","3","8","2",265,874,158.212
"1524","3","8","2",271,874,146.115
"1525","3","8","2",272,861,274.5
"1526","3","8","2",281,853,239.321
"1527","3","8","2",281,861,1816.029
"1528","3","8","2",281,873,167.978
"1529","3","8","2",281,874,383.534
"1530","3","8","2",282,873,18.81
"1531","3","8","2",282,874,105.164
"1532","3","8","2",283,874,162.551
"1533","3","8","2",284,873,170.354
"1534","3","8","2",284,874,131.871
"1535","3","8","2",285,873,556.972
"1536","3","8","2",285,874,459.801
"1537","3","8","2",289,873,407.765
"1538","3","8","2",291,853,604.081
"1539","3","8","2",291,861,151.504
"1540","3","8","2",291,873,612.073
"1541","3","8","2",291,874,1228.175
"1542","3","8","2",292,819,151.442
"1543","3","8","2",292,853,806.402
"1544","3","8","2",292,861,119.64
"1545","3","8","2",292,873,1048.744
"1546","3","8","2",292,874,1531.807
"1547","3","8","2",292,875,157.881
"1548","3","8","2",301,853,751.579
"1549","3","8","2",301,873,747.985
"1550","3","8","2",301,874,1937.455
"1551","3","8","2",303,853,1323.776
"1552","3","8","2",303,873,3310.225
"1553","3","8","2",303,874,5127.156
"1554","3","8","2",311,873,271.913
"1555","3","8","2",311,874,3926.135
"1556","3","8","2",311,875,37.584
"1557","3","8","2",320,873,1221.136
"1558","3","8","2",320,874,176.029
"1559","3","8","2",334,873,250.43
"1560","3","8","2",339,819,200.304
"1561","3","8","2",339,873,499.247
"1562","3","8","3",101,862,216.518
"1563","3","8","3",101,899,2095.404
"1564","3","8","3",102,852,34.486
"1565","3","8","3",102,862,58.593
"1566","3","8","3",102,899,690.983
"1567","3","8","3",103,862,39.003
"1568","3","8","3",103,899,751.563
"1569","3","8","3",104,899,115.757
"1570","3","8","3",105,852,496.297
"1571","3","8","3",105,899,19.552
"1572","3","8","3",106,899,220.739
"1573","3","8","3",107,852,529.296
"1574","3","8","3",107,862,760.194
"1575","3","8","3",107,899,3661.788
"1576","3","8","3",108,832,108.892
"1577","3","8","3",108,852,204.577
"1578","3","8","3",108,899,89.742
"1579","3","8","3",111,852,102.899
"1580","3","8","3",111,899,193.092
"1581","3","8","3",112,852,236.052
"1582","3","8","3",112,862,153.535
"1583","3","8","3",112,899,68.275
"1584","3","8","3",131,821,8055.894
"1585","3","8","3",131,822,671.953
"1586","3","8","3",131,862,61.751
"1587","3","8","3",132,821,4023.696
"1588","3","8","3",132,822,10467.261
"1589","3","8","3",132,832,18.866
"1590","3","8","3",132,843,191.463
"1591","3","8","3",132,851,312.158
"1592","3","8","3",132,892,154.686
"1593","3","8","3",132,899,612.606
"1594","3","8","3",133,821,131.065
"1595","3","8","3",133,822,1773.014
"1596","3","8","3",134,821,17118.642
"1597","3","8","3",134,822,624.448
"1598","3","8","3",134,823,147.11
"1599","3","8","3",134,899,160.598
"1600","3","8","3",139,821,2842.432
"1601","3","8","3",139,822,5420.627
"1602","3","8","3",139,832,276.313
"1603","3","8","3",139,841,186.859
"1604","3","8","3",139,863,210.843
"1605","3","8","3",139,891,250.53
"1606","3","8","3",139,892,178.559
"1607","3","8","3",139,899,256.354
"1608","3","8","3",141,821,352.171
"1609","3","8","3",141,822,911.139
"1610","3","8","3",141,823,121.586
"1611","3","8","3",141,899,338.634
"1612","3","8","3",142,822,330.091
"1613","3","8","3",143,821,24.206
"1614","3","8","3",143,822,2898.086
"1615","3","8","3",144,821,69.568
"1616","3","8","3",144,822,3388.024
"1617","3","8","3",144,832,305.688
"1618","3","8","3",144,899,99.532
"1619","3","8","3",151,821,297.32
"1620","3","8","3",151,822,3133.939
"1621","3","8","3",151,832,447.264
"1622","3","8","3",151,854,237.298
"1623","3","8","3",151,864,168.451
"1624","3","8","3",152,822,4553.38
"1625","3","8","3",152,832,283.885
"1626","3","8","3",152,899,118.656
"1627","3","8","3",161,891,4386.287
"1628","3","8","3",162,832,165.019
"1629","3","8","3",162,842,411.69
"1630","3","8","3",162,852,122.245
"1631","3","8","3",162,862,102.867
"1632","3","8","3",162,891,6945.576
"1633","3","8","3",171,841,24.17
"1634","3","8","3",171,852,229.017
"1635","3","8","3",171,862,221.992
"1636","3","8","3",171,891,9462.504
"1637","3","8","3",171,892,664.527
"1638","3","8","3",171,899,312.874
"1639","3","8","3",172,832,300.916
"1640","3","8","3",172,891,14615.095
"1641","3","8","3",172,892,689.011
"1642","3","8","3",172,899,277.977
"1643","3","8","3",179,862,48.998
"1644","3","8","3",179,891,7892.88
"1645","3","8","3",179,892,563.449
"1646","3","8","3",179,899,818.181
"1647","3","8","3",181,821,88.025
"1648","3","8","3",181,851,151.344
"1649","3","8","3",181,892,44143.575
"1650","3","8","3",181,899,312.647
"1651","3","8","3",182,832,69.944
"1652","3","8","3",191,843,494.875
"1653","3","8","3",192,831,4569.976
"1654","3","8","3",192,832,166.927
"1655","3","8","3",192,862,213.746
"1656","3","8","3",201,831,9360.889
"1657","3","8","3",201,832,2130.982
"1658","3","8","3",201,841,224.666
"1659","3","8","3",201,843,146.802
"1660","3","8","3",201,862,200.103
"1661","3","8","3",201,899,694.908
"1662","3","8","3",202,832,2120.968
"1663","3","8","3",202,841,78.797
"1664","3","8","3",202,851,187.342
"1665","3","8","3",202,899,79.12
"1666","3","8","3",203,821,156.832
"1667","3","8","3",203,831,5302.508
"1668","3","8","3",203,832,7095.355
"1669","3","8","3",203,841,25.205
"1670","3","8","3",203,843,18.081
"1671","3","8","3",203,854,242.256
"1672","3","8","3",203,862,425.673
"1673","3","8","3",203,864,272.595
"1674","3","8","3",203,899,536.962
"1675","3","8","3",204,831,9565.428
"1676","3","8","3",204,832,16620.393
"1677","3","8","3",204,841,135.946
"1678","3","8","3",204,842,192.697
"1679","3","8","3",204,843,291.5
"1680","3","8","3",204,851,77.677
"1681","3","8","3",204,852,301.598
"1682","3","8","3",204,854,183.547
"1683","3","8","3",204,862,101.584
"1684","3","8","3",204,863,316.49
"1685","3","8","3",204,891,125.061
"1686","3","8","3",204,899,798.238
"1687","3","8","3",205,821,3788.886
"1688","3","8","3",205,831,56.575
"1689","3","8","3",205,832,267.392
"1690","3","8","3",205,851,63.659
"1691","3","8","3",205,899,583.019
"1692","3","8","3",211,832,1233.187
"1693","3","8","3",211,862,61.642
"1694","3","8","3",212,832,7146.359
"1695","3","8","3",212,862,305.338
"1696","3","8","3",212,899,2269.398
"1697","3","8","3",213,831,319.491
"1698","3","8","3",213,832,433.399
"1699","3","8","3",213,864,49.275
"1700","3","8","3",221,823,198.258
"1701","3","8","3",221,831,207.738
"1702","3","8","3",221,832,24628.763
"1703","3","8","3",221,843,52.756
"1704","3","8","3",221,851,514.669
"1705","3","8","3",221,854,916.384
"1706","3","8","3",221,862,141.855
"1707","3","8","3",221,863,399.147
"1708","3","8","3",221,864,254.38
"1709","3","8","3",221,899,272.247
"1710","3","8","3",222,821,256.78
"1711","3","8","3",222,822,383.992
"1712","3","8","3",222,831,547.527
"1713","3","8","3",222,832,79656.186
"1714","3","8","3",222,841,570.789
"1715","3","8","3",222,842,1242.52
"1716","3","8","3",222,843,105.714
"1717","3","8","3",222,851,985.733
"1718","3","8","3",222,852,45.325
"1719","3","8","3",222,854,7524.992
"1720","3","8","3",222,862,575.167
"1721","3","8","3",222,863,632.084
"1722","3","8","3",222,864,3737.97
"1723","3","8","3",222,891,76.168
"1724","3","8","3",222,892,946.091
"1725","3","8","3",222,899,2663.801
"1726","3","8","3",231,832,201.054
"1727","3","8","3",231,843,11197.811
"1728","3","8","3",231,854,195.07
"1729","3","8","3",231,862,244.534
"1730","3","8","3",231,863,721.243
"1731","3","8","3",231,864,187.954
"1732","3","8","3",231,899,593.41
"1733","3","8","3",232,831,51.249
"1734","3","8","3",232,832,321.502
"1735","3","8","3",232,841,512.501
"1736","3","8","3",232,843,5488.249
"1737","3","8","3",232,851,63.292
"1738","3","8","3",232,862,105.522
"1739","3","8","3",232,863,122.551
"1740","3","8","3",232,899,178.948
"1741","3","8","3",233,821,26.72
"1742","3","8","3",233,831,244.392
"1743","3","8","3",233,841,31.855
"1744","3","8","3",233,843,7740.597
"1745","3","8","3",233,851,76.414
"1746","3","8","3",233,852,163.041
"1747","3","8","3",233,862,151.557
"1748","3","8","3",233,899,78.361
"1749","3","8","3",239,821,263.17
"1750","3","8","3",239,832,231.261
"1751","3","8","3",239,841,147.291
"1752","3","8","3",239,843,9776.373
"1753","3","8","3",239,851,202.879
"1754","3","8","3",239,854,160.308
"1755","3","8","3",239,863,28.92
"1756","3","8","3",239,864,141.385
"1757","3","8","3",239,899,35.257
"1758","3","8","3",241,831,44.684
"1759","3","8","3",241,832,240.336
"1760","3","8","3",241,841,28766.544
"1761","3","8","3",241,842,2773.094
"1762","3","8","3",241,843,175.814
"1763","3","8","3",241,851,9184.958
"1764","3","8","3",241,854,195.366
"1765","3","8","3",241,855,535.053
"1766","3","8","3",241,862,1518.833
"1767","3","8","3",241,899,567.579
"1768","3","8","3",242,831,20.715
"1769","3","8","3",242,832,174.15
"1770","3","8","3",242,841,9984.913
"1771","3","8","3",242,842,44.524
"1772","3","8","3",242,843,640.969
"1773","3","8","3",242,851,1976.407
"1774","3","8","3",242,854,305.084
"1775","3","8","3",242,855,133.508
"1776","3","8","3",242,863,148.234
"1777","3","8","3",242,864,268.678
"1778","3","8","3",242,892,296.766
"1779","3","8","3",242,899,180.664
"1780","3","8","3",243,841,4266.109
"1781","3","8","3",243,842,54.765
"1782","3","8","3",243,851,849.561
"1783","3","8","3",243,854,165.162
"1784","3","8","3",243,862,146.115
"1785","3","8","3",251,832,65.51
"1786","3","8","3",251,841,4928.53
"1787","3","8","3",251,842,550.886
"1788","3","8","3",251,851,7736.988
"1789","3","8","3",251,852,216.179
"1790","3","8","3",251,854,560.078
"1791","3","8","3",251,855,2316.671
"1792","3","8","3",251,862,236.267
"1793","3","8","3",251,863,190.871
"1794","3","8","3",251,864,571.984
"1795","3","8","3",251,899,196.388
"1796","3","8","3",252,832,1390.795
"1797","3","8","3",252,841,900.953
"1798","3","8","3",252,842,81.869
"1799","3","8","3",252,854,394.996
"1800","3","8","3",252,855,724.826
"1801","3","8","3",252,862,100.866
"1802","3","8","3",252,864,703.338
"1803","3","8","3",259,822,235.617
"1804","3","8","3",259,831,182.437
"1805","3","8","3",259,832,446.864
"1806","3","8","3",259,841,24382.285
"1807","3","8","3",259,842,19816.136
"1808","3","8","3",259,843,631.46
"1809","3","8","3",259,851,79783.527
"1810","3","8","3",259,854,9566.366
"1811","3","8","3",259,855,5371.32
"1812","3","8","3",259,862,150.958
"1813","3","8","3",259,863,538.154
"1814","3","8","3",259,864,2315.351
"1815","3","8","3",259,892,108.636
"1816","3","8","3",259,899,2079.703
"1817","3","8","3",261,831,29.536
"1818","3","8","3",261,832,281.632
"1819","3","8","3",261,841,287.96
"1820","3","8","3",261,842,23.473
"1821","3","8","3",261,851,107.16
"1822","3","8","3",261,862,610.277
"1823","3","8","3",261,863,24428.457
"1824","3","8","3",261,864,7719.276
"1825","3","8","3",262,831,83.761
"1826","3","8","3",262,832,588.362
"1827","3","8","3",262,841,81.432
"1828","3","8","3",262,842,1152.591
"1829","3","8","3",262,843,373.141
"1830","3","8","3",262,851,1699.99
"1831","3","8","3",262,854,552.592
"1832","3","8","3",262,862,1515.694
"1833","3","8","3",262,863,45429.865
"1834","3","8","3",262,864,51243.551
"1835","3","8","3",262,891,272.595
"1836","3","8","3",262,899,980.193
"1837","3","8","3",263,832,289.891
"1838","3","8","3",263,841,179.299
"1839","3","8","3",263,851,156.771
"1840","3","8","3",263,863,628.758
"1841","3","8","3",263,864,2705.863
"1842","3","8","3",263,892,26.748
"1843","3","8","3",264,832,80.629
"1844","3","8","3",264,841,236.661
"1845","3","8","3",264,842,84.974
"1846","3","8","3",264,843,178.735
"1847","3","8","3",264,851,767.253
"1848","3","8","3",264,854,650.55
"1849","3","8","3",264,862,398.276
"1850","3","8","3",264,863,2567.423
"1851","3","8","3",264,864,27104.637
"1852","3","8","3",264,892,400.942
"1853","3","8","3",264,899,318.411
"1854","3","8","3",265,832,553.719
"1855","3","8","3",265,841,1645.066
"1856","3","8","3",265,851,262.631
"1857","3","8","3",265,863,2061.981
"1858","3","8","3",265,864,7767.136
"1859","3","8","3",265,899,64.301
"1860","3","8","3",266,832,325.639
"1861","3","8","3",266,852,360.324
"1862","3","8","3",271,832,2164.073
"1863","3","8","3",271,841,236.419
"1864","3","8","3",271,843,201.081
"1865","3","8","3",271,851,715.399
"1866","3","8","3",271,854,2151.23
"1867","3","8","3",271,855,448.878
"1868","3","8","3",271,863,474.115
"1869","3","8","3",271,864,2663.552
"1870","3","8","3",271,891,347.902
"1871","3","8","3",271,899,547.214
"1872","3","8","3",272,832,31.319
"1873","3","8","3",272,841,868.804
"1874","3","8","3",272,842,180.653
"1875","3","8","3",272,843,151.277
"1876","3","8","3",272,851,666.504
"1877","3","8","3",272,854,2658.518
"1878","3","8","3",272,855,376.451
"1879","3","8","3",272,862,423.171
"1880","3","8","3",272,863,1566.838
"1881","3","8","3",272,864,4789.821
"1882","3","8","3",272,899,172.589
"1883","3","8","3",273,832,2132.294
"1884","3","8","3",273,842,237.429
"1885","3","8","3",273,843,4144.385
"1886","3","8","3",273,855,1205.657
"1887","3","8","3",273,862,169.81
"1888","3","8","3",273,863,79.552
"1889","3","8","3",273,864,1008.96
"1890","3","8","3",274,864,677.481
"1891","3","8","3",281,832,198.262
"1892","3","8","3",281,841,737.367
"1893","3","8","3",281,842,225.31
"1894","3","8","3",281,851,1938.214
"1895","3","8","3",281,854,1055.278
"1896","3","8","3",281,855,185.426
"1897","3","8","3",281,862,310.293
"1898","3","8","3",281,863,8640.922
"1899","3","8","3",281,864,22101.215
"1900","3","8","3",282,832,282.162
"1901","3","8","3",282,841,154.153
"1902","3","8","3",282,842,66.758
"1903","3","8","3",282,854,274.565
"1904","3","8","3",282,855,222.919
"1905","3","8","3",282,863,4985.955
"1906","3","8","3",282,864,4840.675
"1907","3","8","3",282,899,328.618
"1908","3","8","3",283,832,325.15
"1909","3","8","3",283,841,2211.586
"1910","3","8","3",283,842,332.356
"1911","3","8","3",283,843,146.388
"1912","3","8","3",283,851,84.449
"1913","3","8","3",283,854,209.727
"1914","3","8","3",283,862,81.818
"1915","3","8","3",283,863,7604.986
"1916","3","8","3",283,864,3721.071
"1917","3","8","3",283,891,24.87
"1918","3","8","3",283,899,35.243
"1919","3","8","3",284,832,1580.859
"1920","3","8","3",284,841,421.956
"1921","3","8","3",284,842,245.946
"1922","3","8","3",284,851,377.845
"1923","3","8","3",284,854,4276.377
"1924","3","8","3",284,855,344.02
"1925","3","8","3",284,862,156.734
"1926","3","8","3",284,863,3003.817
"1927","3","8","3",284,864,11771.188
"1928","3","8","3",285,832,582.695
"1929","3","8","3",285,841,191.978
"1930","3","8","3",285,842,238.755
"1931","3","8","3",285,843,62.827
"1932","3","8","3",285,851,1303.52
"1933","3","8","3",285,852,228.855
"1934","3","8","3",285,854,354.914
"1935","3","8","3",285,855,2280.498
"1936","3","8","3",285,863,2685.817
"1937","3","8","3",285,864,20262.763
"1938","3","8","3",285,899,922.75
"1939","3","8","3",289,831,337.409
"1940","3","8","3",289,841,497.741
"1941","3","8","3",289,851,360.007
"1942","3","8","3",289,854,346.013
"1943","3","8","3",289,855,244.234
"1944","3","8","3",289,862,327.31
"1945","3","8","3",289,863,729.051
"1946","3","8","3",289,864,2858.046
"1947","3","8","3",291,831,548.242
"1948","3","8","3",291,832,619.382
"1949","3","8","3",291,841,6308.901
"1950","3","8","3",291,842,424.272
"1951","3","8","3",291,843,311.929
"1952","3","8","3",291,851,19311.372
"1953","3","8","3",291,852,1705.519
"1954","3","8","3",291,854,21706.259
"1955","3","8","3",291,855,5693.05
"1956","3","8","3",291,862,428.05
"1957","3","8","3",291,863,1708.661
"1958","3","8","3",291,864,12906.815
"1959","3","8","3",291,891,315.482
"1960","3","8","3",291,899,2988.317
"1961","3","8","3",292,821,244.561
"1962","3","8","3",292,822,502.922
"1963","3","8","3",292,831,212.899
"1964","3","8","3",292,832,3853.383
"1965","3","8","3",292,841,6915.674
"1966","3","8","3",292,842,384.98
"1967","3","8","3",292,851,34489.22
"1968","3","8","3",292,854,19230.379
"1969","3","8","3",292,855,1691.507
"1970","3","8","3",292,862,1374.944
"1971","3","8","3",292,863,10366.314
"1972","3","8","3",292,864,3007.884
"1973","3","8","3",292,891,141.844
"1974","3","8","3",292,892,65.747
"1975","3","8","3",301,841,675.627
"1976","3","8","3",301,842,6396.321
"1977","3","8","3",301,851,379.801
"1978","3","8","3",301,854,55611.616
"1979","3","8","3",301,862,569.111
"1980","3","8","3",301,899,83.679
"1981","3","8","3",302,841,63.659
"1982","3","8","3",302,851,118.472
"1983","3","8","3",302,854,1438.13
"1984","3","8","3",303,821,370.202
"1985","3","8","3",303,822,372.789
"1986","3","8","3",303,832,3320.73
"1987","3","8","3",303,841,7421.77
"1988","3","8","3",303,842,3307.498
"1989","3","8","3",303,843,299.683
"1990","3","8","3",303,851,17245.711
"1991","3","8","3",303,854,166398.86
"1992","3","8","3",303,855,1126.692
"1993","3","8","3",303,862,847.501
"1994","3","8","3",303,863,1160.552
"1995","3","8","3",303,864,2232.713
"1996","3","8","3",303,892,245.682
"1997","3","8","3",303,899,1691.44
"1998","3","8","3",311,841,862.19
"1999","3","8","3",311,842,3930.986
"2000","3","8","3",311,851,2061.218
"2001","3","8","3",311,854,8902.96
"2002","3","8","3",311,862,95.948
"2003","3","8","3",311,863,586.287
"2004","3","8","3",311,864,154.924
"2005","3","8","3",311,891,41.824
"2006","3","8","3",311,899,79.682
"2007","3","8","3",312,851,253.562
"2008","3","8","3",312,854,644.33
"2009","3","8","3",312,863,29.846
"2010","3","8","3",312,864,215.519
"2011","3","8","3",313,841,63.563
"2012","3","8","3",313,842,205.994
"2013","3","8","3",313,851,1460.714
"2014","3","8","3",313,854,5023.725
"2015","3","8","3",313,855,167.928
"2016","3","8","3",313,891,33.484
"2017","3","8","3",319,851,457.786
"2018","3","8","3",319,854,1073.185
"2019","3","8","3",319,855,573.809
"2020","3","8","3",320,822,1031.071
"2021","3","8","3",320,832,1269.816
"2022","3","8","3",320,841,702.668
"2023","3","8","3",320,842,1733.8
"2024","3","8","3",320,851,515.479
"2025","3","8","3",320,854,2883.623
"2026","3","8","3",320,864,17.342
"2027","3","8","3",320,891,10729.174
"2028","3","8","3",320,899,236.648
"2029","3","8","3",331,832,157.181
"2030","3","8","3",331,842,343.115
"2031","3","8","3",331,899,275.239
"2032","3","8","3",332,842,96.198
"2033","3","8","3",333,832,1270.734
"2034","3","8","3",333,842,276.305
"2035","3","8","3",333,851,64.432
"2036","3","8","3",333,855,196.747
"2037","3","8","3",333,891,312.854
"2038","3","8","3",333,899,385.007
"2039","3","8","3",334,832,1555.569
"2040","3","8","3",334,862,177.102
"2041","3","8","3",334,864,96.697
"2042","3","8","3",339,821,798.722
"2043","3","8","3",339,822,142.326
"2044","3","8","3",339,832,2671.536
"2045","3","8","3",339,842,350.724
"2046","3","8","3",339,851,579.901
"2047","3","8","3",339,854,198.516
"2048","3","8","3",339,855,135.512
"2049","3","8","3",339,864,77.251
"2050","3","8","3",339,891,176.268
"2051","3","8","3",339,892,2756.729
"2052","3","8","3",339,899,899.799
"2053","3","9","2",101,921,27.628
"2054","3","9","2",101,930,14294.488
"2055","3","9","2",101,941,121.66
"2056","3","9","2",101,942,113.216
"2057","3","9","2",102,921,702.936
"2058","3","9","2",102,930,16309.609
"2059","3","9","2",102,942,23.842
"2060","3","9","2",102,953,188.85
"2061","3","9","2",102,991,248.54
"2062","3","9","2",103,921,245.551
"2063","3","9","2",103,930,7020.859
"2064","3","9","2",103,942,9.753
"2065","3","9","2",103,991,173.366
"2066","3","9","2",104,921,316.157
"2067","3","9","2",104,930,486.486
"2068","3","9","2",104,941,236.629
"2069","3","9","2",104,953,158.62
"2070","3","9","2",105,930,2344.905
"2071","3","9","2",105,941,82.018
"2072","3","9","2",106,921,197.789
"2073","3","9","2",106,930,1848.218
"2074","3","9","2",106,941,291.737
"2075","3","9","2",106,942,55.484
"2076","3","9","2",106,991,13.632
"2077","3","9","2",107,921,356.132
"2078","3","9","2",107,930,29068.339
"2079","3","9","2",107,941,1113.499
"2080","3","9","2",107,942,249.817
"2081","3","9","2",107,953,1245.251
"2082","3","9","2",108,921,380.877
"2083","3","9","2",108,930,470.072
"2084","3","9","2",111,921,81.152
"2085","3","9","2",111,930,1117.893
"2086","3","9","2",111,941,104.594
"2087","3","9","2",111,942,16.369
"2088","3","9","2",112,921,57.372
"2089","3","9","2",112,930,1260.149
"2090","3","9","2",112,942,7.571
"2091","3","9","2",120,930,46.89
"2092","3","9","2",120,942,11.676
"2093","3","9","2",131,921,194.656
"2094","3","9","2",131,930,995.521
"2095","3","9","2",132,930,5282.315
"2096","3","9","2",132,941,268.114
"2097","3","9","2",132,942,125.447
"2098","3","9","2",133,930,345.489
"2099","3","9","2",134,921,218.331
"2100","3","9","2",134,930,1706.457
"2101","3","9","2",134,941,24.533
"2102","3","9","2",134,942,40.164
"2103","3","9","2",134,999,212.138
"2104","3","9","2",139,930,5439.184
"2105","3","9","2",139,953,104.262
"2106","3","9","2",139,991,138.416
"2107","3","9","2",139,999,144.85
"2108","3","9","2",141,930,23198.615
"2109","3","9","2",141,941,175.554
"2110","3","9","2",141,999,1916.65
"2111","3","9","2",142,930,203.114
"2112","3","9","2",142,953,349.856
"2113","3","9","2",143,930,757.174
"2114","3","9","2",143,942,70.452
"2115","3","9","2",143,999,559.765
"2116","3","9","2",144,910,55.088
"2117","3","9","2",144,930,8196.727
"2118","3","9","2",151,930,4572.929
"2119","3","9","2",152,930,6807.568
"2120","3","9","2",161,910,75.816
"2121","3","9","2",161,921,51.794
"2122","3","9","2",161,930,369.009
"2123","3","9","2",162,910,37.203
"2124","3","9","2",162,930,1504.594
"2125","3","9","2",162,941,537.321
"2126","3","9","2",163,930,111.897
"2127","3","9","2",171,921,95.209
"2128","3","9","2",171,930,2110.168
"2129","3","9","2",171,941,31.314
"2130","3","9","2",171,942,220.386
"2131","3","9","2",172,921,18.171
"2132","3","9","2",172,930,9643.46
"2133","3","9","2",172,941,54.471
"2134","3","9","2",172,942,14.767
"2135","3","9","2",179,930,4447.942
"2136","3","9","2",179,941,90.044
"2137","3","9","2",179,942,389.554
"2138","3","9","2",181,930,3072.339
"2139","3","9","2",181,941,70.677
"2140","3","9","2",181,942,199.671
"2141","3","9","2",181,999,174.223
"2142","3","9","2",191,921,35.602
"2143","3","9","2",191,930,86.305
"2144","3","9","2",192,942,184.108
"2145","3","9","2",201,921,265.467
"2146","3","9","2",201,930,913.366
"2147","3","9","2",201,941,64.276
"2148","3","9","2",201,942,446.599
"2149","3","9","2",201,953,108.372
"2150","3","9","2",202,921,105.21
"2151","3","9","2",202,930,490.309
"2152","3","9","2",203,930,792.811
"2153","3","9","2",203,942,193.873
"2154","3","9","2",204,921,37.771
"2155","3","9","2",204,930,17460.847
"2156","3","9","2",204,941,51.873
"2157","3","9","2",204,942,455.438
"2158","3","9","2",204,953,162.706
"2159","3","9","2",205,930,536.998
"2160","3","9","2",205,941,117.115
"2161","3","9","2",205,942,57.063
"2162","3","9","2",212,930,2769.509
"2163","3","9","2",213,930,1924.271
"2164","3","9","2",221,930,4127.07
"2165","3","9","2",221,941,171.302
"2166","3","9","2",222,910,139.723
"2167","3","9","2",222,921,442.692
"2168","3","9","2",222,930,33466.422
"2169","3","9","2",222,941,1262.743
"2170","3","9","2",222,942,803.015
"2171","3","9","2",231,910,143.1
"2172","3","9","2",231,930,2359.422
"2173","3","9","2",231,941,238.057
"2174","3","9","2",231,942,360.781
"2175","3","9","2",232,921,21.309
"2176","3","9","2",232,930,2114.668
"2177","3","9","2",232,941,32.383
"2178","3","9","2",232,942,36.942
"2179","3","9","2",233,910,204.246
"2180","3","9","2",233,921,484.48
"2181","3","9","2",233,930,2198.646
"2182","3","9","2",233,941,94.601
"2183","3","9","2",233,942,324.522
"2184","3","9","2",239,910,321.15
"2185","3","9","2",239,930,1063.508
"2186","3","9","2",239,941,122.14
"2187","3","9","2",241,910,94.808
"2188","3","9","2",241,930,1789.72
"2189","3","9","2",241,941,121.553
"2190","3","9","2",241,942,410.578
"2191","3","9","2",242,921,291.779
"2192","3","9","2",242,930,1682.966
"2193","3","9","2",242,941,223.89
"2194","3","9","2",242,942,346.531
"2195","3","9","2",243,930,527.844
"2196","3","9","2",243,942,63.427
"2197","3","9","2",251,910,183.605
"2198","3","9","2",251,930,2625.198
"2199","3","9","2",251,941,89.249
"2200","3","9","2",251,942,193.769
"2201","3","9","2",252,930,34.134
"2202","3","9","2",259,910,241.219
"2203","3","9","2",259,921,209.694
"2204","3","9","2",259,930,15090.123
"2205","3","9","2",259,941,2020.737
"2206","3","9","2",259,942,406.555
"2207","3","9","2",259,999,30.933
"2208","3","9","2",261,930,1794.792
"2209","3","9","2",261,941,534.132
"2210","3","9","2",261,942,20.045
"2211","3","9","2",261,999,371.856
"2212","3","9","2",262,910,253.878
"2213","3","9","2",262,921,202.939
"2214","3","9","2",262,930,10856.564
"2215","3","9","2",262,941,397.089
"2216","3","9","2",262,942,381.574
"2217","3","9","2",263,930,353.843
"2218","3","9","2",264,930,7030.239
"2219","3","9","2",264,941,451.672
"2220","3","9","2",264,942,32.957
"2221","3","9","2",265,930,2680.409
"2222","3","9","2",265,941,206.815
"2223","3","9","2",265,942,54.729
"2224","3","9","2",266,930,237.725
"2225","3","9","2",271,930,5913.038
"2226","3","9","2",271,941,541.155
"2227","3","9","2",271,942,26.245
"2228","3","9","2",272,930,783.39
"2229","3","9","2",272,941,339.867
"2230","3","9","2",272,942,188.534
