"","V20","EduGroup","RiskGroup","sum_Employment"
"960",272,1,"2",191.731
"961",272,1,"3",316.486
"962",272,2,"1",205.181
"963",272,2,"2",594.768
"964",272,2,"3",889.618
"965",272,3,"1",1875.812
"966",272,3,"2",2157.324
"967",272,3,"3",10391.108
"968",272,4,"1",3083.75
"969",272,4,"2",1721.787
"970",272,4,"3",5436.95
"971",272,5,"1",10035.096
"972",272,5,"2",5888.561
"973",272,5,"3",7213.513
"974",272,6,"1",1438.814
"975",272,6,"2",344.138
"976",272,6,"3",559.118
"977",272,7,"1",516.336
"978",273,1,"2",701.844
"979",273,1,"3",38.239
"980",273,2,"2",297.877
"981",273,2,"3",450.269
"982",273,3,"2",1014.565
"983",273,3,"3",7124.493
"984",273,4,"1",219.733
"985",273,4,"2",143.936
"986",273,4,"3",2867.398
"987",273,5,"1",1392.221
"988",273,5,"2",1647.035
"989",273,5,"3",4246.857
"990",273,6,"1",412.256
"991",273,6,"2",145.423
"992",273,6,"3",157.219
"993",274,2,"3",164.422
"994",274,3,"3",513.059
"995",274,5,"3",172.599
"996",281,1,"2",433.581
"997",281,1,"3",373.52
"998",281,2,"1",152.41
"999",281,2,"2",728.587
"1000",281,2,"3",2131.788
"1001",281,3,"1",2759.677
"1002",281,3,"2",6873.621
"1003",281,3,"3",32308.445
"1004",281,4,"1",5493.422
"1005",281,4,"2",1830.436
"1006",281,4,"3",11331.275
"1007",281,5,"1",13195.358
"1008",281,5,"2",4266.613
"1009",281,5,"3",16445.782
"1010",281,6,"1",2363.31
"1011",281,6,"2",740.323
"1012",281,6,"3",187.301
"1013",281,7,"1",454.529
"1014",282,2,"2",99.114
"1015",282,2,"3",342.668
"1016",282,3,"1",139.832
"1017",282,3,"2",497.215
"1018",282,3,"3",7475.399
"1019",282,4,"1",366.458
"1020",282,4,"2",800.793
"1021",282,4,"3",3758.675
"1022",282,5,"1",1498.281
"1023",282,5,"2",283.938
"1024",282,5,"3",3174.085
"1025",282,6,"1",741.949
"1026",282,6,"2",354.364
"1027",282,6,"3",196.486
"1028",282,7,"1",295.228
"1029",283,0,"2",28.757
"1030",283,1,"2",219.283
"1031",283,1,"3",222.738
"1032",283,2,"1",172.371
"1033",283,2,"2",210.039
"1034",283,2,"3",622.603
"1035",283,3,"2",1912.849
"1036",283,3,"3",12336.855
"1037",283,4,"2",1197.867
"1038",283,4,"3",4178.139
"1039",283,5,"1",602.386
"1040",283,5,"2",658.559
"1041",283,5,"3",4429.345
"1042",283,6,"1",470.082
"1043",283,6,"2",228.171
"1044",283,6,"3",157.219
"1045",283,7,"1",123.324
"1046",284,1,"3",479.804
"1047",284,2,"2",480.07
"1048",284,2,"3",1114.312
"1049",284,3,"1",593.78
"1050",284,3,"2",4673.869
"1051",284,3,"3",19890.069
"1052",284,4,"1",1683.589
"1053",284,4,"2",650.728
"1054",284,4,"3",7506.289
"1055",284,5,"1",2071.449
"1056",284,5,"2",1951.536
"1057",284,5,"3",7412.705
"1058",284,6,"1",399.323
"1059",284,6,"2",102.466
"1060",284,7,"1",182.958
"1061",285,0,"2",23.227
"1062",285,1,"2",65.554
"1063",285,1,"3",1102.507
"1064",285,2,"2",1024.845
"1065",285,2,"3",2347.189
"1066",285,3,"2",4302.554
"1067",285,3,"3",24426.415
"1068",285,4,"1",731.378
"1069",285,4,"2",533.397
"1070",285,4,"3",6683.52
"1071",285,5,"1",6526.2
"1072",285,5,"2",1010.414
"1073",285,5,"3",8169.478
"1074",285,6,"1",1453.273
"1075",285,6,"2",644.652
"1076",289,1,"3",162.698
"1077",289,2,"1",176.862
"1078",289,2,"2",368.609
"1079",289,2,"3",565.2
"1080",289,3,"1",202.856
"1081",289,3,"2",1353.994
"1082",289,3,"3",3699.545
"1083",289,4,"2",53.655
"1084",289,4,"3",1597.179
"1085",289,5,"1",780.666
"1086",289,5,"2",1062.87
"1087",289,5,"3",2711.31
"1088",291,0,"2",289.189
"1089",291,0,"3",105.426
"1090",291,1,"2",1413.106
"1091",291,1,"3",2956.649
"1092",291,2,"1",103.828
"1093",291,2,"2",3108.042
"1094",291,2,"3",7753.549
"1095",291,3,"1",1293.421
"1096",291,3,"2",17942.967
"1097",291,3,"3",67905.915
"1098",291,4,"1",4162.292
"1099",291,4,"2",7519.166
"1100",291,4,"3",26147.596
"1101",291,5,"1",12221.945
"1102",291,5,"2",10365.93
"1103",291,5,"3",35140.331
"1104",291,6,"1",2472.378
"1105",291,6,"2",676.386
"1106",291,6,"3",1851.945
"1107",291,7,"1",250.509
"1108",292,0,"2",56.185
"1109",292,0,"3",486.076
"1110",292,1,"2",906.247
"1111",292,1,"3",464.16
"1112",292,2,"2",3852.71
"1113",292,2,"3",6035.866
"1114",292,3,"1",4891.859
"1115",292,3,"2",29670.22
"1116",292,3,"3",67493.439
"1117",292,4,"1",6256.335
"1118",292,4,"2",11451.416
"1119",292,4,"3",31002.388
"1120",292,5,"1",21891.224
"1121",292,5,"2",11643.821
"1122",292,5,"3",34285.788
"1123",292,6,"1",3178.61
"1124",292,6,"2",817.018
"1125",292,6,"3",2573.349
"1126",292,7,"1",729.192
"1127",301,1,"2",205.165
"1128",301,1,"3",105.199
"1129",301,2,"2",391.574
"1130",301,2,"3",768.168
"1131",301,3,"1",273.193
"1132",301,3,"2",5538.606
"1133",301,3,"3",49578
"1134",301,4,"2",1147.132
"1135",301,4,"3",15478.009
"1136",301,5,"1",4498.987
"1137",301,5,"2",2099.602
"1138",301,5,"3",18700.627
"1139",301,6,"1",236.525
"1140",302,1,"2",32.814
"1141",302,2,"2",371.876
"1142",302,2,"3",245.735
"1143",302,3,"2",618.347
"1144",302,3,"3",3264.144
"1145",302,4,"1",250.509
"1146",302,4,"2",291.452
"1147",302,4,"3",559.379
"1148",302,5,"1",801.187
"1149",302,5,"2",278.107
"1150",302,5,"3",1648.275
"1151",302,7,"3",260.969
"1152",303,0,"2",243.979
"1153",303,1,"2",2659.348
"1154",303,1,"3",7378.681
"1155",303,2,"2",5772.541
"1156",303,2,"3",19797.176
"1157",303,3,"1",1910.01
"1158",303,3,"2",29252.293
"1159",303,3,"3",150396.209
"1160",303,4,"1",4810.325
"1161",303,4,"2",6847.009
"1162",303,4,"3",58697.277
"1163",303,5,"1",20068.67
"1164",303,5,"2",4180.653
"1165",303,5,"3",76240.602
"1166",303,6,"1",3371.35
"1167",303,6,"2",699.809
"1168",303,6,"3",1870.539
"1169",303,7,"1",555.622
"1170",303,7,"3",83.107
"1171",311,0,"2",142.167
"1172",311,0,"3",16.061
"1173",311,1,"2",688.105
"1174",311,1,"3",1705.035
"1175",311,2,"1",310.678
"1176",311,2,"2",2752.24
"1177",311,2,"3",6564.846
"1178",311,3,"1",4326.329
"1179",311,3,"2",18541.867
"1180",311,3,"3",57782.871
"1181",311,4,"1",3985.518
"1182",311,4,"2",7541.105
"1183",311,4,"3",18937.116
"1184",311,5,"1",11160.188
"1185",311,5,"2",7138.33
"1186",311,5,"3",22408.388
"1187",311,6,"1",575.605
"1188",311,6,"2",85.949
"1189",311,6,"3",595.072
"1190",311,7,"1",736.193
"1191",312,3,"2",166.002
"1192",312,3,"3",1313.075
"1193",312,4,"3",1030.974
"1194",312,5,"1",340.33
"1195",312,5,"2",17.541
"1196",312,5,"3",1386.014
"1197",312,6,"1",619.049
"1198",312,6,"3",386.586
"1199",313,2,"3",77.097
"1200",313,3,"2",456.983
"1201",313,3,"3",4016.237
"1202",313,4,"2",146.952
"1203",313,4,"3",3303.104
"1204",313,5,"1",1389.169
"1205",313,5,"2",272.099
"1206",313,5,"3",3293.949
"1207",313,6,"1",813.992
"1208",313,6,"3",49.451
"1209",313,7,"1",45.2
"1210",313,7,"2",267.349
"1211",319,3,"3",2255.367
"1212",319,4,"1",171.45
"1213",319,4,"3",269.845
"1214",319,5,"2",685.2
"1215",319,5,"3",1323.833
"1216",319,6,"3",133.806
"1217",320,0,"2",40.809
"1218",320,0,"3",187.628
"1219",320,1,"2",492.725
"1220",320,1,"3",1595.746
"1221",320,2,"2",3373.93
"1222",320,2,"3",5019.41
"1223",320,3,"1",303.712
"1224",320,3,"2",7940.15
"1225",320,3,"3",41398.759
"1226",320,4,"1",681.481
"1227",320,4,"2",1819.138
"1228",320,4,"3",10579.846
"1229",320,5,"1",1907.192
"1230",320,5,"2",3229.523
"1231",320,5,"3",14278.154
"1232",320,6,"1",241.973
"1233",320,6,"3",853.213
"1234",320,7,"3",159.314
"1235",331,1,"2",964.152
"1236",331,2,"2",801.363
"1237",331,3,"2",8135.993
"1238",331,3,"3",465.065
"1239",331,4,"1",389.183
"1240",331,4,"2",3602.181
"1241",331,4,"3",1596.51
"1242",331,5,"1",1116.339
"1243",331,5,"2",2455.825
"1244",331,5,"3",92.304
"1245",331,6,"2",493.905
"1246",331,6,"3",519.676
"1247",332,0,"2",205.332
"1248",332,1,"2",386.143
"1249",332,1,"3",70.601
"1250",332,2,"3",251.111
"1251",332,3,"2",536.401
"1252",332,3,"3",1388.577
"1253",332,4,"2",258.224
"1254",332,4,"3",491.737
"1255",332,5,"3",176.554
"1256",333,1,"2",369.807
"1257",333,1,"3",132.725
"1258",333,2,"2",11.158
"1259",333,2,"3",65.864
"1260",333,3,"2",334.316
"1261",333,3,"3",3002.383
"1262",333,4,"2",271.584
"1263",333,4,"3",1053.19
"1264",333,5,"1",189.34
"1265",333,5,"2",625.819
"1266",333,5,"3",1398.174
"1267",333,6,"3",319.867
"1268",334,2,"2",41.875
"1269",334,3,"1",131.386
"1270",334,3,"2",2016.792
"1271",334,3,"3",1360.103
"1272",334,4,"2",271.783
"1273",334,4,"3",486.013
"1274",334,5,"1",554.864
"1275",334,5,"2",506.748
"1276",334,5,"3",1171.909
"1277",339,0,"2",41.442
"1278",339,1,"2",1503.219
"1279",339,1,"3",888.675
"1280",339,2,"2",2714.027
"1281",339,2,"3",1633.649
"1282",339,3,"1",1081.264
"1283",339,3,"2",10664.116
"1284",339,3,"3",22542.196
"1285",339,4,"1",2975.53
"1286",339,4,"2",1235.689
"1287",339,4,"3",7415.065
"1288",339,5,"1",3321.478
"1289",339,5,"2",2106.744
"1290",339,5,"3",8676.018
"1291",339,6,"1",191.752
"1292",339,6,"2",654.237
"1293",339,6,"3",536.639
"1294",351,0,"2",37.398
"1295",351,1,"1",55.49
"1296",351,1,"2",64.838
"1297",351,2,"1",270.06
"1298",351,2,"2",177.929
"1299",351,2,"3",87.994
"1300",351,3,"1",1410.409
"1301",351,3,"2",3429.062
"1302",351,3,"3",3761.013
"1303",351,4,"1",2496.97
"1304",351,4,"2",2885.543
"1305",351,4,"3",1158.993
"1306",351,5,"1",11437.478
"1307",351,5,"2",8792.381
"1308",351,5,"3",9173.338
"1309",351,6,"1",2528.115
"1310",351,6,"2",151.511
"1311",351,6,"3",1028.345
"1312",351,7,"1",15.726
"1313",352,2,"2",324.951
"1314",352,3,"2",2816.626
"1315",352,3,"3",3845.877
"1316",352,4,"2",1539.141
"1317",352,4,"3",1634.601
"1318",352,5,"1",315.214
"1319",352,5,"2",1632.339
"1320",352,5,"3",4101.965
"1321",352,6,"1",94.811
"1322",352,6,"3",581.8
"1323",352,7,"1",383.893
"1324",353,3,"2",709.636
"1325",353,3,"3",64.034
"1326",353,4,"3",187.27
"1327",353,5,"1",410.014
"1328",353,5,"2",160.037
"1329",353,5,"3",737.074
"1330",353,6,"2",255.887
"1331",360,0,"2",13.895
"1332",360,1,"2",48.343
"1333",360,2,"1",47.789
"1334",360,2,"2",334.522
"1335",360,2,"3",117.23
"1336",360,3,"2",2407.189
"1337",360,3,"3",2188.005
"1338",360,4,"2",1492.134
"1339",360,4,"3",518.594
"1340",360,5,"1",961.076
"1341",360,5,"2",3669.34
"1342",360,5,"3",2091.676
"1343",360,6,"2",429.627
"1344",360,6,"3",864.888
"1345",360,7,"2",157.539
"1346",370,1,"2",381.415
"1347",370,2,"2",494.293
"1348",370,2,"3",27.444
"1349",370,3,"1",47.404
"1350",370,3,"2",5102.065
"1351",370,3,"3",1544.279
"1352",370,4,"2",3936.296
"1353",370,4,"3",702.577
"1354",370,5,"1",340.78
"1355",370,5,"2",7295.536
"1356",370,5,"3",2285.777
"1357",370,6,"2",570.61
"1358",381,0,"2",211.228
"1359",381,1,"2",2129.86
"1360",381,1,"3",106.271
"1361",381,2,"2",3296.335
"1362",381,2,"3",256.994
"1363",381,3,"1",432.512
"1364",381,3,"2",13381.275
"1365",381,3,"3",1440.601
"1366",381,4,"1",297.868
"1367",381,4,"2",1693.381
"1368",381,4,"3",1246.039
"1369",381,5,"2",3003.613
"1370",381,5,"3",2269.95
"1371",381,6,"3",108.694
"1372",382,0,"2",513.333
"1373",382,1,"2",1195.039
"1374",382,2,"2",1558
"1375",382,2,"3",49.456
"1376",382,3,"2",10182.177
"1377",382,3,"3",2926.056
"1378",382,4,"2",3187.505
"1379",382,4,"3",1039.117
"1380",382,5,"1",899.443
"1381",382,5,"2",2552.191
"1382",382,5,"3",5281.555
"1383",382,6,"2",180.443
"1384",382,6,"3",292.561
"1385",383,0,"2",150.774
"1386",383,0,"3",160.306
"1387",383,1,"2",677.574
"1388",383,1,"3",222.468
"1389",383,2,"2",930.83
"1390",383,2,"3",143.671
"1391",383,3,"1",263.84
"1392",383,3,"2",4724.812
"1393",383,3,"3",2811.749
"1394",383,4,"1",126.472
"1395",383,4,"2",230.698
"1396",383,4,"3",1548.722
"1397",383,5,"1",95.076
"1398",383,5,"2",437.412
"1399",383,5,"3",2211.621
"1400",383,6,"2",376.58
"1401",383,6,"3",92.081
"1402",390,0,"2",59.116
"1403",390,1,"2",29.747
"1404",390,2,"2",70.839
"1405",390,3,"2",398.992
"1406",390,5,"2",1007.444
"1407",390,5,"3",434.954
"1408",390,6,"2",469.693
"1409",390,6,"3",198.545
"1410",390,7,"2",198.574
"1411",411,0,"2",2844.668
"1412",411,0,"3",959.505
"1413",411,1,"1",433.588
"1414",411,1,"2",44451.453
"1415",411,1,"3",7571.768
"1416",411,2,"1",1928.597
"1417",411,2,"2",70713.875
"1418",411,2,"3",14882.737
"1419",411,3,"1",12435.999
"1420",411,3,"2",191592.833
"1421",411,3,"3",60077.695
"1422",411,4,"1",10825.387
"1423",411,4,"2",21595.648
"1424",411,4,"3",22102.528
"1425",411,5,"1",55811.349
"1426",411,5,"2",33278.082
"1427",411,5,"3",49478.772
"1428",411,6,"1",5123.829
"1429",411,6,"2",1173.954
"1430",411,6,"3",3438.429
"1431",411,7,"1",519.165
"1432",411,7,"2",607.068
"1433",411,7,"3",205.411
"1434",412,0,"2",623.698
"1435",412,1,"1",60.317
"1436",412,1,"2",5673.509
"1437",412,1,"3",620.642
"1438",412,2,"1",433.727
"1439",412,2,"2",9949.406
"1440",412,2,"3",1068.786
"1441",412,3,"1",3351
"1442",412,3,"2",32007.739
"1443",412,3,"3",15202.577
"1444",412,4,"1",11625.948
"1445",412,4,"2",6915.061
"1446",412,4,"3",10388.47
"1447",412,5,"1",44091.966
"1448",412,5,"2",14027.994
"1449",412,5,"3",29293.66
"1450",412,6,"1",3901.64
"1451",412,6,"2",658.395
"1452",412,6,"3",1708.147
"1453",412,7,"1",848.966
"1454",412,7,"2",334.281
"1455",412,7,"3",143.56
"1456",421,0,"2",799.439
"1457",421,0,"3",138.085
"1458",421,1,"2",11460.624
"1459",421,1,"3",2488.85
"1460",421,2,"1",142.348
"1461",421,2,"2",18975.496
"1462",421,2,"3",1824.854
"1463",421,3,"1",2035.598
"1464",421,3,"2",56230.359
"1465",421,3,"3",19728.09
"1466",421,4,"1",3713.948
"1467",421,4,"2",7090.659
"1468",421,4,"3",6041.531
"1469",421,5,"1",7045.34
"1470",421,5,"2",11863.749
"1471",421,5,"3",11387.383
"1472",421,6,"1",909.195
"1473",421,6,"2",151.438
"1474",421,6,"3",572.965
"1475",421,7,"3",194.471
"1476",422,0,"2",381.168
"1477",422,1,"2",4507.03
"1478",422,1,"3",628.977
"1479",422,2,"2",11914.448
"1480",422,2,"3",2789.199
"1481",422,3,"1",2636.227
"1482",422,3,"2",73994.949
"1483",422,3,"3",20259.56
"1484",422,4,"1",2548.904
"1485",422,4,"2",18100.263
"1486",422,4,"3",8903.529
"1487",422,5,"1",11085.484
"1488",422,5,"2",18548.999
"1489",422,5,"3",8857.048
"1490",422,6,"1",815.936
"1491",422,6,"2",804.768
"1492",422,6,"3",990.429
"1493",423,0,"1",47.468
"1494",423,1,"1",3072.069
"1495",423,1,"2",600.042
"1496",423,1,"3",227.641
"1497",423,2,"1",6705.494
"1498",423,2,"2",1169.213
"1499",423,2,"3",1100.017
"1500",423,3,"1",70142.082
"1501",423,3,"2",22044.165
"1502",423,3,"3",12721.998
"1503",423,4,"1",25386.491
"1504",423,4,"2",15221.682
"1505",423,4,"3",12315.138
"1506",423,5,"1",24836.13
"1507",423,5,"2",16765.519
"1508",423,5,"3",19284.073
"1509",423,6,"1",1055.19
"1510",423,6,"2",945.119
"1511",423,6,"3",635.678
"1512",423,7,"1",144.861
"1513",423,7,"2",141.703
"1514",423,7,"3",62.127
"1515",424,0,"2",438.708
"1516",424,0,"3",343.262
"1517",424,1,"2",9455.903
"1518",424,1,"3",12590.451
"1519",424,2,"1",114.211
"1520",424,2,"2",19475.023
"1521",424,2,"3",31015.666
"1522",424,3,"1",4744.526
"1523",424,3,"2",70716.462
"1524",424,3,"3",147876.701
"1525",424,4,"1",5914.362
"1526",424,4,"2",10602.876
"1527",424,4,"3",31082.226
"1528",424,5,"1",14731.872
"1529",424,5,"2",18226.361
"1530",424,5,"3",35025.635
"1531",424,6,"1",1969.02
"1532",424,6,"2",390.932
"1533",424,6,"3",1664.53
"1534",424,7,"1",232.913
"1535",424,7,"2",331.086
"1536",425,0,"2",87.181
"1537",425,1,"2",5467.321
"1538",425,2,"2",14198.413
"1539",425,2,"3",414.324
"1540",425,3,"2",101335.912
"1541",425,3,"3",2854.875
"1542",425,4,"2",13692.496
"1543",425,4,"3",2226.54
"1544",425,5,"1",228.339
"1545",425,5,"2",11756.78
"1546",425,5,"3",1438.639
"1547",425,6,"2",434.674
"1548",425,6,"3",28.327
"1549",451,0,"2",226.561
"1550",451,1,"2",848.489
"1551",451,2,"2",642.607
"1552",451,2,"3",186.219
"1553",451,3,"2",22817.122
"1554",451,3,"3",4602.038
"1555",451,4,"2",16101.714
"1556",451,4,"3",3560.203
"1557",451,5,"1",335.017
"1558",451,5,"2",31765.375
"1559",451,5,"3",6760.381
"1560",451,6,"1",620.522
"1561",451,6,"2",1342.393
"1562",451,6,"3",793.021
"1563",452,1,"2",611.404
"1564",452,1,"3",969.137
"1565",452,2,"2",807.002
"1566",452,2,"3",1395.439
"1567",452,3,"1",601.751
"1568",452,3,"2",6928.229
"1569",452,3,"3",18991.275
"1570",452,4,"1",192.654
"1571",452,4,"2",2075.232
"1572",452,4,"3",8051.76
"1573",452,5,"1",77.381
"1574",452,5,"2",7604.67
"1575",452,5,"3",13872.686
"1576",452,6,"2",579.535
"1577",452,6,"3",557.961
"1578",453,1,"2",199.095
"1579",453,1,"3",9.759
"1580",453,2,"2",271.019
"1581",453,2,"3",285.969
"1582",453,3,"2",1870.487
"1583",453,3,"3",795.241
"1584",453,4,"2",726.55
"1585",453,5,"2",702.021
"1586",453,5,"3",485.955
"1587",461,0,"2",48.415
"1588",461,1,"2",218.427
"1589",461,1,"3",598.515
"1590",461,2,"2",1064.783
"1591",461,2,"3",177.633
"1592",461,3,"1",168.097
"1593",461,3,"2",4413.407
"1594",461,3,"3",7110.674
"1595",461,4,"2",1905.813
"1596",461,4,"3",7427.39
"1597",461,5,"1",1279.432
"1598",461,5,"2",11985.238
"1599",461,5,"3",34847.497
"1600",461,6,"1",335.402
"1601",461,6,"2",1430.435
"1602",461,6,"3",2630.574
"1603",461,7,"1",245.873
"1604",461,7,"2",568.25
"1605",462,0,"2",27.005
"1606",462,0,"3",69.674
"1607",462,1,"2",371.25
"1608",462,1,"3",832.836
"1609",462,2,"2",121.699
"1610",462,2,"3",1146.112
"1611",462,3,"2",2396.495
"1612",462,3,"3",7761.34
"1613",462,4,"2",424.327
"1614",462,4,"3",3227.407
"1615",462,5,"2",3449.062
"1616",462,5,"3",7163.137
"1617",462,6,"3",176.198
"1618",463,0,"2",955.402
"1619",463,0,"3",448.612
"1620",463,1,"2",6837.899
"1621",463,1,"3",3283.668
"1622",463,2,"1",42.21
"1623",463,2,"2",8817.488
"1624",463,2,"3",10222.645
"1625",463,3,"1",290.599
"1626",463,3,"2",66492.5
"1627",463,3,"3",84381.493
"1628",463,4,"2",21752.564
"1629",463,4,"3",27738.533
"1630",463,5,"1",2795.195
"1631",463,5,"2",37233.625
"1632",463,5,"3",58952.952
"1633",463,6,"1",332.388
"1634",463,6,"2",2118.958
"1635",463,6,"3",2747.732
"1636",463,7,"3",230.744
"1637",464,0,"2",104.663
"1638",464,0,"3",129.16
"1639",464,1,"1",276.213
"1640",464,1,"2",725.45
"1641",464,1,"3",893.155
"1642",464,2,"1",174.262
"1643",464,2,"2",2117.978
"1644",464,2,"3",2377.914
"1645",464,3,"1",1193.635
"1646",464,3,"2",24094.387
"1647",464,3,"3",64894.79
"1648",464,4,"1",2845.968
"1649",464,4,"2",13975
"1650",464,4,"3",33583.119
"1651",464,5,"1",5306.261
"1652",464,5,"2",50909.918
"1653",464,5,"3",73562.584
"1654",464,6,"1",1311.2
"1655",464,6,"2",3562.568
"1656",464,6,"3",6768.057
"1657",464,7,"2",459.085
"1658",465,1,"2",445.926
"1659",465,1,"3",263.943
"1660",465,2,"2",505.749
"1661",465,2,"3",1604.573
"1662",465,3,"1",157.074
"1663",465,3,"2",19973.872
"1664",465,3,"3",27172.823
"1665",465,4,"1",1062.101
"1666",465,4,"2",19959.848
"1667",465,4,"3",18708.166
"1668",465,5,"1",5431.628
"1669",465,5,"2",53500.71
"1670",465,5,"3",44450.062
"1671",465,6,"1",1604.072
"1672",465,6,"2",4625.671
"1673",465,6,"3",3920.863
"1674",465,7,"1",424.053
"1675",465,7,"3",419.729
"1676",466,0,"3",303.304
"1677",466,1,"2",391.424
"1678",466,1,"3",882.324
"1679",466,2,"2",1145.013
"1680",466,2,"3",3356.443
"1681",466,3,"1",298.659
"1682",466,3,"2",13087.913
"1683",466,3,"3",28458.718
"1684",466,4,"1",154.793
"1685",466,4,"2",6502.486
"1686",466,4,"3",9009.817
"1687",466,5,"1",507.57
"1688",466,5,"2",10071.785
"1689",466,5,"3",25208.868
"1690",466,6,"1",733.155
"1691",466,6,"2",33.019
"1692",466,6,"3",1176.506
"1693",467,0,"2",12061.647
"1694",467,0,"3",473.469
"1695",467,1,"2",23005.108
"1696",467,1,"3",1596.721
"1697",467,2,"2",16707.583
"1698",467,2,"3",3723.953
"1699",467,3,"1",334.964
"1700",467,3,"2",37988.166
"1701",467,3,"3",35199.573
"1702",467,4,"1",629.375
"1703",467,4,"2",9571.907
"1704",467,4,"3",12604.285
"1705",467,5,"1",2175.965
"1706",467,5,"2",22592.455
"1707",467,5,"3",37577.819
"1708",467,6,"1",334.147
"1709",467,6,"2",1971.788
"1710",467,6,"3",3734.544
"1711",467,7,"2",62.533
"1712",467,7,"3",82.664
"1713",468,1,"2",307.202
"1714",468,2,"2",692.763
"1715",468,2,"3",134.9
"1716",468,3,"2",2885.721
"1717",468,3,"3",3347.197
"1718",468,4,"2",1336.804
"1719",468,4,"3",2018.848
"1720",468,5,"1",2379.891
"1721",468,5,"2",4939.305
"1722",468,5,"3",13659.05
"1723",468,6,"2",300.87
"1724",468,6,"3",960.854
"1725",471,0,"2",21.166
"1726",471,0,"3",4056.712
"1727",471,1,"2",3124.934
"1728",471,1,"3",16634.011
"1729",471,2,"2",7411.133
"1730",471,2,"3",30179.381
"1731",471,3,"1",173.755
"1732",471,3,"2",49347.672
"1733",471,3,"3",247479.657
"1734",471,4,"1",799.329
"1735",471,4,"2",14121.538
"1736",471,4,"3",80926.066
"1737",471,5,"1",1807.442
"1738",471,5,"2",15196.918
"1739",471,5,"3",145981.943
"1740",471,6,"2",249.38
"1741",471,6,"3",2148.367
"1742",471,7,"3",60.735
"1743",472,0,"2",64.826
"1744",472,0,"3",4165.658
"1745",472,1,"2",2063.364
"1746",472,1,"3",22855.462
"1747",472,2,"2",3829.827
"1748",472,2,"3",31211.595
"1749",472,3,"2",16775.524
"1750",472,3,"3",104927.89
"1751",472,4,"2",4631.43
"1752",472,4,"3",25397.204
"1753",472,5,"1",210.091
"1754",472,5,"2",4776.674
"1755",472,5,"3",33774.596
"1756",472,6,"2",281.976
"1757",472,6,"3",1998.317
"1758",472,7,"3",326.254
"1759",473,1,"2",349.69
"1760",473,1,"3",748.394
"1761",473,2,"2",101.579
"1762",473,2,"3",3585.204
"1763",473,3,"2",6868.186
"1764",473,3,"3",53059.335
"1765",473,4,"2",4955.942
"1766",473,4,"3",34760.457
"1767",473,5,"2",5571.74
"1768",473,5,"3",35023.813
"1769",473,6,"2",76.865
"1770",473,6,"3",1581.827
"1771",473,7,"3",342.138
"1772",474,0,"3",554.162
"1773",474,1,"2",274.471
"1774",474,1,"3",8848.926
"1775",474,2,"2",301.538
"1776",474,2,"3",17204.639
"1777",474,3,"1",890.148
"1778",474,3,"2",1799.895
"1779",474,3,"3",185703.399
"1780",474,4,"1",1490.479
"1781",474,4,"2",861.146
"1782",474,4,"3",61111.57
"1783",474,5,"1",2598.615
"1784",474,5,"2",1201.261
"1785",474,5,"3",85186.953
"1786",474,6,"2",75.719
"1787",474,6,"3",1472.201
"1788",474,7,"3",176.441
"1789",475,0,"2",41.753
"1790",475,0,"3",933.763
"1791",475,1,"1",163.525
"1792",475,1,"2",305.132
"1793",475,1,"3",6224.432
"1794",475,2,"1",122.761
"1795",475,2,"2",1595.184
"1796",475,2,"3",15735.371
"1797",475,3,"1",1133.409
"1798",475,3,"2",6101.945
"1799",475,3,"3",66280.482
"1800",475,4,"1",668.4
"1801",475,4,"2",1106.307
"1802",475,4,"3",14523.04
"1803",475,5,"1",518.582
"1804",475,5,"2",2643.463
"1805",475,5,"3",25215.481
"1806",475,6,"2",330.514
"1807",475,6,"3",1390.473
"1808",476,0,"2",209.077
"1809",476,0,"3",25.13
"1810",476,1,"2",301.228
"1811",476,1,"3",2236.736
"1812",476,2,"2",19.955
"1813",476,2,"3",3011.832
"1814",476,3,"2",3298.79
"1815",476,3,"3",26119.316
"1816",476,4,"2",512.951
"1817",476,4,"3",8345.256
"1818",476,5,"1",728.567
"1819",476,5,"2",877.946
"1820",476,5,"3",23636.645
"1821",476,6,"1",184.118
"1822",476,6,"3",329.584
"1823",477,0,"2",491.483
"1824",477,0,"3",62.51
"1825",477,1,"2",1583.812
"1826",477,1,"3",1362.955
"1827",477,2,"2",3809.283
"1828",477,2,"3",2543.563
"1829",477,3,"2",23362.263
"1830",477,3,"3",13544.358
"1831",477,4,"2",4237.703
"1832",477,4,"3",4929.786
"1833",477,5,"2",10750.391
"1834",477,5,"3",5272.598
"1835",477,6,"2",52.671
"1836",477,6,"3",938.466
"1837",478,0,"3",572.621
"1838",478,1,"2",686.49
"1839",478,1,"3",3314.498
"1840",478,2,"2",730.816
"1841",478,2,"3",10062.52
"1842",478,3,"1",110.561
"1843",478,3,"2",9820.263
"1844",478,3,"3",98050.873
"1845",478,4,"1",676.53
"1846",478,4,"2",16253.202
"1847",478,4,"3",48601.609
"1848",478,5,"1",26412.728
"1849",478,5,"2",13123.841
"1850",478,5,"3",73139.678
"1851",478,6,"1",3404.496
"1852",478,6,"2",626.167
"1853",478,6,"3",3394.969
"1854",478,7,"1",492.272
"1855",478,7,"2",78.258
"1856",478,7,"3",63.107
"1857",479,0,"2",116.054
"1858",479,0,"3",4883.49
"1859",479,1,"1",172.061
"1860",479,1,"2",326.597
"1861",479,1,"3",20436.955
