"","V21","EduGroup","RiskGroup","sum_Employment"
"103",224,6,"2",383.222
"104",224,7,"2",375.578
"105",231,1,"1",432.931
"106",231,2,"1",1079.773
"107",231,3,"1",12213.342
"108",231,4,"1",39528.388
"109",231,5,"1",160738.426
"110",231,6,"1",28447.496
"111",231,7,"1",6000.435
"112",232,3,"1",739.703
"113",232,4,"1",1965.656
"114",232,5,"1",20484.605
"115",232,6,"1",10059.61
"116",232,7,"1",3332.885
"117",233,3,"1",227.413
"118",233,4,"1",622.456
"119",233,5,"1",5980.171
"120",233,6,"1",2365.541
"121",233,7,"1",926.88
"122",234,3,"2",959.878
"123",234,4,"2",1570.49
"124",234,5,"2",15937.921
"125",234,6,"2",4883.661
"126",234,7,"2",1757.832
"127",235,2,"1",24.807
"128",235,3,"1",3924.733
"129",235,4,"1",13711.801
"130",235,5,"1",188757.743
"131",235,6,"1",66215.129
"132",235,7,"1",19774.89
"133",236,1,"2",305.169
"134",236,2,"2",124.78
"135",236,3,"2",11756.833
"136",236,4,"2",16577.919
"137",236,5,"2",37029.147
"138",236,6,"2",3530.253
"139",236,7,"2",800.351
"140",237,1,"1",372.861
"141",237,2,"1",1923.735
"142",237,3,"1",4198.251
"143",237,4,"1",1447.594
"144",237,5,"1",10376.619
"145",237,6,"1",2020.894
"146",239,3,"1",16368.39
"147",239,4,"1",40810.953
"148",239,5,"1",56716.883
"149",239,6,"1",8575.657
"150",239,7,"1",3768.805
"151",241,5,"1",51064.465
"152",241,6,"1",32299.784
"153",241,7,"1",24761.622
"154",242,5,"1",30484.908
"155",242,6,"1",4351.287
"156",242,7,"1",577.343
"157",243,3,"1",620.266
"158",243,4,"1",83092.441
"159",243,5,"1",141316.338
"160",243,6,"1",15091.16
"161",243,7,"1",1028.781
"162",244,3,"1",589.336
"163",244,4,"1",8352.033
"164",244,5,"1",18612.881
"165",244,6,"1",5134.384
"166",245,0,"2",55.618
"167",245,1,"2",26.711
"168",245,2,"2",1152.883
"169",245,3,"2",4390.033
"170",245,4,"2",104295.584
"171",245,5,"2",65252.49
"172",245,6,"2",15977.468
"173",245,7,"2",2132.302
"174",246,1,"2",528.708
"175",246,2,"2",681.447
"176",246,3,"2",124525.308
"177",246,4,"2",68581.429
"178",246,5,"2",38657.641
"179",246,6,"2",1290.066
"180",247,1,"1",1143.578
"181",247,2,"1",695.818
"182",247,3,"1",50463.635
"183",247,4,"1",151503.557
"184",247,5,"1",203880.86
"185",247,6,"1",38688.043
"186",247,7,"1",3952.531
"187",248,0,"1",246.977
"188",248,1,"1",2044.842
"189",248,2,"1",2130.514
"190",248,3,"1",7127.577
"191",248,4,"1",5029.731
"192",248,5,"1",40640.303
"193",248,6,"1",66180.511
"194",248,7,"1",10783.396
"195",251,4,"1",157.624
"196",251,5,"1",8964.036
"197",251,6,"1",26906.445
"198",251,7,"1",90147.789
"199",252,3,"1",380.287
"200",252,4,"1",3127.368
"201",252,5,"1",292630.863
"202",252,6,"1",126889.127
"203",252,7,"1",9220.939
"204",253,3,"1",1074.427
"205",253,4,"1",26488.557
"206",253,5,"1",29488.839
"207",253,6,"1",7942.367
"208",254,0,"1",139.12
"209",254,1,"1",741.055
"210",254,2,"1",1196.934
"211",254,3,"1",30551.596
"212",254,4,"1",86429.167
"213",254,5,"1",471973.821
"214",254,6,"1",77867.447
"215",254,7,"1",7213.804
"216",259,1,"1",139.246
"217",259,2,"1",12.355
"218",259,3,"1",7137.34
"219",259,4,"1",16824.103
"220",259,5,"1",41769.454
"221",259,6,"1",13078.423
"222",259,7,"1",4159.608
"223",261,3,"1",170.671
"224",261,4,"1",160.098
"225",261,5,"1",17911.102
"226",261,6,"1",11825.731
"227",261,7,"1",2669.627
"228",262,3,"1",2238.575
"229",262,4,"1",1568.85
"230",262,5,"1",18950.641
"231",262,6,"1",5517.338
"232",262,7,"1",2227.583
"233",271,2,"2",68.893
"234",271,3,"2",1788.656
"235",271,4,"2",1936.714
"236",271,5,"2",46427.35
"237",271,6,"2",8420.679
"238",271,7,"2",6231.812
"239",272,3,"2",262.334
"240",272,4,"2",1346.14
"241",272,5,"2",30770.035
"242",272,6,"2",6415.357
"243",272,7,"2",493.022
"244",273,1,"1",276.213
"245",273,3,"1",2517.465
"246",273,4,"1",6322.063
"247",273,5,"1",38033.024
"248",273,6,"1",10115.731
"249",273,7,"1",1332.577
"250",274,0,"2",465.128
"251",274,1,"2",3662.324
"252",274,2,"2",5461.647
"253",274,3,"2",100282.979
"254",274,4,"2",54004.231
"255",274,5,"2",240219.954
"256",274,6,"2",29529.71
"257",274,7,"2",2077.757
"258",281,2,"1",469.158
"259",281,3,"1",4005.812
"260",281,4,"1",6277.983
"261",281,5,"1",62795.074
"262",281,6,"1",11875.053
"263",281,7,"1",3008.223
"264",282,2,"2",101.368
"265",282,3,"2",1511.229
"266",282,4,"2",1654.645
"267",282,5,"2",16823.881
"268",282,6,"2",5285.332
"269",282,7,"2",938.577
"270",283,1,"2",44.375
"271",283,3,"2",8402.114
"272",283,4,"2",15057.694
"273",283,5,"2",50204.896
"274",283,6,"2",6356.302
"275",283,7,"2",596.175
"276",284,0,"1",3.915
"277",284,1,"1",324.214
"278",284,2,"1",477.091
"279",284,3,"1",12120.372
"280",284,4,"1",11449.359
"281",284,5,"1",30783.981
"282",284,6,"1",10487.987
"283",284,7,"1",1563.264
"284",285,2,"1",505.423
"285",285,3,"1",21861.204
"286",285,4,"1",69317.274
"287",285,5,"1",143236.621
"288",285,6,"1",15051.836
"289",285,7,"1",1018.665
"290",286,1,"1",39.519
"291",286,2,"1",1007.584
"292",286,3,"1",24543.448
"293",286,4,"1",23600.986
"294",286,5,"1",76233.27
"295",286,6,"1",11804.053
"296",286,7,"1",273.862
"297",289,1,"2",115.64
"298",289,2,"2",410.459
"299",289,3,"2",2727.699
"300",289,4,"2",860.104
"301",289,5,"2",2043.144
"302",311,1,"2",968.779
"303",311,2,"2",1633.26
"304",311,3,"2",62447.887
"305",311,4,"2",55943.84
"306",311,5,"2",324776.614
"307",311,6,"2",38049.404
"308",311,7,"2",2620.59
"309",312,0,"3",339.415
"310",312,1,"3",5808.916
"311",312,2,"3",20258.293
"312",312,3,"3",477467.176
"313",312,4,"3",411257.089
"314",312,5,"3",1282950.18
"315",312,6,"3",127515.074
"316",312,7,"3",11636.058
"317",313,0,"3",309.487
"318",313,1,"3",2593.126
"319",313,2,"3",7604.62
"320",313,3,"3",285088.096
"321",313,4,"3",185212.756
"322",313,5,"3",279818.292
"323",313,6,"3",13463.263
"324",313,7,"3",1154.567
"325",314,0,"3",68.995
"326",314,1,"3",2091.814
"327",314,2,"3",5961.587
"328",314,3,"3",81184.728
"329",314,4,"3",58896.421
"330",314,5,"3",103763.65
"331",314,6,"3",5535.439
"332",314,7,"3",801.702
"333",320,2,"2",900.135
"334",320,3,"2",53289.076
"335",320,4,"2",51682.699
"336",320,5,"2",199340.578
"337",320,6,"2",16339.608
"338",320,7,"2",376.53
"339",330,2,"3",229.826
"340",330,3,"3",8063.21
"341",330,4,"3",7875.86
"342",330,5,"3",48429.938
"343",330,6,"3",5400.588
"344",330,7,"3",726.946
"345",391,1,"3",128.594
"346",391,3,"3",2421.24
"347",391,4,"3",2081.779
"348",391,5,"3",6677.336
"349",391,6,"3",980.52
"350",391,7,"3",310.549
"351",392,0,"2",99.754
"352",392,1,"2",326.982
"353",392,2,"2",1008.745
"354",392,3,"2",41227.787
"355",392,4,"2",42458.594
"356",392,5,"2",55587.829
"357",392,6,"2",2712.441
"358",392,7,"2",169.594
"359",399,0,"3",15.905
"360",399,1,"3",270.98
"361",399,2,"3",665.018
"362",399,3,"3",59089
"363",399,4,"3",42393.521
"364",399,5,"3",68690.511
"365",399,6,"3",3159.358
"366",411,1,"1",579.976
"367",411,3,"1",29538.451
"368",411,4,"1",27225.021
"369",411,5,"1",109956.982
"370",411,6,"1",3590.48
"371",411,7,"1",435.198
"372",412,1,"2",731.687
"373",412,2,"2",1143.658
"374",412,3,"2",25838.924
"375",412,4,"2",21366.52
"376",412,5,"2",28896.259
"377",412,6,"2",1087.284
"378",421,0,"2",6298.825
"379",421,1,"2",41160.586
"380",421,2,"2",73988.87
"381",421,3,"2",172840.55
"382",421,4,"2",24233.693
"383",421,5,"2",27625.633
"384",421,6,"2",1514.387
"385",421,7,"2",142.353
"386",422,0,"2",345.91
"387",422,1,"2",10487.224
"388",422,2,"2",26525.105
"389",422,3,"2",169293.015
"390",422,4,"2",76726.794
"391",422,5,"2",37223.181
"392",422,6,"2",3024.026
"393",422,7,"2",760.444
"394",423,1,"1",392.555
"395",423,2,"1",1154.123
"396",423,3,"1",7738.034
"397",423,4,"1",3393.427
"398",423,5,"1",5050.482
"399",423,6,"1",399.786
"400",423,7,"1",32.626
"401",429,0,"1",5626.54
"402",429,1,"1",14228.718
"403",429,2,"1",8423.351
"404",429,3,"1",17761.136
"405",429,4,"1",1801.224
"406",429,5,"1",1965.817
"407",429,6,"1",751.914
"408",431,2,"2",44.949
"409",431,3,"2",1845.225
"410",431,4,"2",2579.269
"411",431,5,"2",12116.167
"412",431,6,"2",748.944
"413",432,0,"2",891.293
"414",432,1,"2",7939.936
"415",432,2,"2",13013.928
"416",432,3,"2",87267.878
"417",432,4,"2",37435.909
"418",432,5,"2",69706.178
"419",432,6,"2",3658.055
"420",432,7,"2",244.256
"421",441,0,"2",10132.678
"422",441,1,"2",84380.201
"423",441,2,"2",146818.809
"424",441,3,"2",454998.399
"425",441,4,"2",116089.725
"426",441,5,"2",149653.406
"427",441,6,"2",6535.632
"428",441,7,"2",876.448
"429",442,0,"3",1835.822
"430",442,1,"3",24486.399
"431",442,2,"3",59960.706
"432",442,3,"3",306134.07
"433",442,4,"3",96458.151
"434",442,5,"3",158038.048
"435",442,6,"3",2800.584
"436",442,7,"3",143.514
"437",510,0,"2",142.321
"438",510,1,"2",5105.918
"439",510,2,"2",14932.316
"440",510,3,"2",260194.475
"441",510,4,"2",115881.037
"442",510,5,"2",262309.579
"443",510,6,"2",15827.552
"444",510,7,"2",903.261
"445",521,0,"3",11578.051
"446",521,1,"3",70641.808
"447",521,2,"3",138521.155
"448",521,3,"3",925227.343
"449",521,4,"3",298488.135
"450",521,5,"3",504625.984
"451",521,6,"3",15603.504
"452",521,7,"3",1673.21
"453",522,0,"2",328.98
"454",522,1,"2",66.928
"455",522,2,"2",1342.174
"456",522,3,"2",12541.316
"457",522,4,"2",6744.364
"458",522,5,"2",8314.911
"459",522,6,"2",310.829
"460",530,0,"3",5236.094
"461",530,1,"3",21289.658
"462",530,2,"3",20742.06
"463",530,3,"3",154603.722
"464",530,4,"3",79335.451
"465",530,5,"3",98170.988
"466",530,6,"3",4945.867
"467",530,7,"3",487.392
"468",611,0,"2",115038.092
"469",611,1,"2",406663.191
"470",611,2,"2",217874.719
"471",611,3,"2",261573.539
"472",611,4,"2",36194.189
"473",611,5,"2",54879.768
"474",611,6,"2",6209.939
"475",611,7,"2",980.448
"476",612,0,"2",748.292
"477",612,1,"2",4132.8
"478",612,2,"2",4464.26
"479",612,3,"2",16017.583
"480",612,4,"2",4373.668
"481",612,5,"2",5393.717
"482",612,6,"2",490.523
"483",612,7,"2",161.86
"484",613,0,"2",1547.385
"485",613,1,"2",12676.866
"486",613,2,"2",13916.789
"487",613,3,"2",28611.572
"488",613,4,"2",6643.493
"489",613,5,"2",12091.078
"490",613,6,"2",1076.421
"491",613,7,"2",201.891
"492",620,0,"2",408.256
"493",620,1,"2",1634.176
"494",620,2,"2",1084.162
"495",620,3,"2",2951.172
"496",620,4,"2",711.77
"497",620,5,"2",660.101
"498",630,0,"3",1264
"499",630,1,"3",12366.911
"500",630,2,"3",10756.648
"501",630,3,"3",16101.849
"502",630,4,"3",2124.895
"503",630,5,"3",3257.811
"504",630,6,"3",61.268
"505",710,0,"2",2829.426
"506",710,1,"2",16965.907
"507",710,2,"2",23668.473
"508",710,3,"2",88636.19
"509",710,4,"2",24690.452
"510",710,5,"2",23103.094
"511",710,6,"2",732.769
"512",721,0,"2",569.486
"513",721,1,"2",18269.717
"514",721,2,"2",51299.22
"515",721,3,"2",94577.167
"516",721,4,"2",6943.646
"517",721,5,"2",5646.469
"518",722,0,"3",79.105
"519",722,1,"3",7658.624
"520",722,2,"3",12919.553
"521",722,3,"3",21077.761
"522",722,4,"3",2597.048
"523",722,5,"3",3187.867
"524",722,6,"3",281.365
"525",730,0,"3",78.322
"526",730,1,"3",1848.969
"527",730,2,"3",5669.537
"528",730,3,"3",40422.446
"529",730,4,"3",10236.677
"530",730,5,"3",12621.102
"531",730,6,"3",699.169
"532",730,7,"3",159.314
"533",741,0,"2",150.774
"534",741,1,"2",2013.727
"535",741,2,"2",6373.3
"536",741,3,"2",29001.722
"537",741,4,"2",8429.745
"538",741,5,"2",3634.857
"539",742,0,"3",125.106
"540",742,1,"3",591.713
"541",742,2,"3",983.4
"542",742,3,"3",12186.185
"543",742,4,"3",2161.283
"544",742,5,"3",1693.28
"545",743,0,"3",603.472
"546",743,1,"3",6732.933
"547",743,2,"3",19974.549
"548",743,3,"3",91161.436
"549",743,4,"3",21536.809
"550",743,5,"3",13752.958
"551",743,6,"3",35.095
"552",751,0,"2",194.815
"553",751,1,"2",3743.846
"554",751,2,"2",12323.417
"555",751,3,"2",90100.648
"556",751,4,"2",33093.741
"557",751,5,"2",25650.147
"558",751,6,"2",258.324
"559",752,0,"2",26.734
"560",752,1,"2",665.183
"561",752,2,"2",3078.873
"562",752,3,"2",15892.5
"563",752,4,"2",11213.951
"564",752,5,"2",14475.376
"565",752,6,"2",1019.983
"566",753,0,"2",77.135
"567",753,1,"2",3090.831
"568",753,2,"2",11161.596
"569",753,3,"2",100714.071
"570",753,4,"2",46578.13
"571",753,5,"2",35332.238
"572",753,6,"2",590.964
"573",761,0,"2",147.669
"574",761,1,"2",1060.023
"575",761,2,"2",2516.033
"576",761,3,"2",50258.617
"577",761,4,"2",37516.971
"578",761,5,"2",34021.816
"579",761,6,"2",623.307
"580",762,0,"1",196.437
"581",762,1,"1",3485.88
"582",762,2,"1",11378.578
"583",762,3,"1",103141.346
"584",762,4,"1",44181.374
"585",762,5,"1",38950.197
"586",762,6,"1",168.212
"587",771,0,"3",165.155
"588",771,1,"3",1209.001
"589",771,2,"3",4232.884
"590",771,3,"3",19603.709
"591",771,4,"3",3723.36
"592",771,5,"3",3147.745
"593",771,6,"3",47.546
"594",772,0,"2",1966.163
"595",772,1,"2",29112.129
"596",772,2,"2",50562.971
"597",772,3,"2",170779.978
"598",772,4,"2",20186.175
"599",772,5,"2",35285.442
"600",772,6,"2",832.975
"601",772,7,"2",384.842
"602",773,0,"3",1081.674
"603",773,1,"3",25419.336
"604",773,2,"3",47482.778
"605",773,3,"3",200055.086
"606",773,4,"3",33994.922
"607",773,5,"3",35431.25
"608",773,6,"3",1438.144
"609",774,0,"2",192.549
"610",774,1,"2",844.857
"611",774,2,"2",2166.5
"612",774,3,"2",7781.63
"613",774,4,"2",3247.389
"614",774,5,"2",5118.972
"615",774,6,"2",212.288
"616",780,1,"2",191.176
"617",780,2,"2",929.614
"618",780,3,"2",25832.568
"619",780,4,"2",18078.073
"620",780,5,"2",19952.472
"621",780,6,"2",1375.291
"622",791,0,"2",116.913
"623",791,1,"2",1708.827
"624",791,2,"2",2682.276
"625",791,3,"2",10607.438
"626",791,4,"2",5817.159
"627",791,5,"2",7155.079
"628",791,6,"2",1887.124
"629",791,7,"2",61.766
"630",792,1,"2",3257.312
"631",792,2,"2",9410.853
"632",792,3,"2",55368.201
"633",792,4,"2",13276.344
"634",792,5,"2",12013.067
"635",792,6,"2",756.533
"636",799,0,"2",41.753
"637",799,1,"2",1903.123
"638",799,2,"2",3737.325
"639",799,3,"2",14165.844
"640",799,4,"2",4108.816
"641",799,5,"2",4230.629
"642",799,6,"2",412.877
"643",811,0,"2",346.151
"644",811,1,"2",3153.347
"645",811,2,"2",6657.519
"646",811,3,"2",21842.514
"647",811,4,"2",5054.529
"648",811,5,"2",6711.795
"649",811,6,"2",48.914
"650",811,7,"2",161.463
"651",812,1,"2",453.732
"652",812,2,"2",303.46
"653",812,3,"2",3270.081
"654",812,4,"2",1217.365
"655",812,5,"2",1426.575
"656",812,6,"2",444.685
"657",819,0,"2",107.619
"658",819,1,"2",1610.294
"659",819,2,"2",2750.848
"660",819,3,"2",9871.343
"661",819,4,"2",2926.923
"662",819,5,"2",3607.291
"663",821,0,"3",47.615
"664",821,1,"3",1712.003
"665",821,2,"3",6542.909
"666",821,3,"3",23989.83
"667",821,4,"3",3985.523
"668",821,5,"3",3104.893
"669",822,1,"3",4558.379
"670",822,2,"3",6048.991
"671",822,3,"3",20803.902
"672",822,4,"3",2050.524
"673",822,5,"3",3683.104
"674",822,6,"3",39.751
"675",823,0,"3",199.926
"676",823,1,"3",2463.3
"677",823,2,"3",7106.878
"678",823,3,"3",12311.579
"679",823,4,"3",1277.854
"680",823,5,"3",1051.455
"681",823,6,"3",307.231
"682",831,0,"3",152.451
"683",831,1,"3",358.247
"684",831,2,"3",1624.501
"685",831,3,"3",14919.483
"686",831,4,"3",9420.223
"687",831,5,"3",6606.878
"688",831,6,"3",250.373
"689",832,1,"3",4710.395
"690",832,2,"3",16766.663
"691",832,3,"3",98151.297
"692",832,4,"3",31141.203
"693",832,5,"3",23810.347
"694",832,6,"3",912.787
"695",841,1,"3",2499.147
"696",841,2,"3",8290.388
"697",841,3,"3",60624.423
"698",841,4,"3",24360.727
"699",841,5,"3",13722.698
"700",841,6,"3",146.266
"701",842,0,"3",54.765
"702",842,1,"3",2139.948
"703",842,2,"3",4862.024
"704",842,3,"3",31271.71
"705",842,4,"3",8866.598
"706",842,5,"3",5370.813
"707",843,0,"3",86.427
"708",843,1,"3",1750.877
"709",843,2,"3",5085.77
"710",843,3,"3",24369.118
"711",843,4,"3",7158.829
"712",843,5,"3",6470.999
"713",843,6,"3",50.923
"714",851,0,"3",297.601
"715",851,1,"3",5087.258
"716",851,2,"3",16716.126
"717",851,3,"3",112132.138
"718",851,4,"3",33323.913
"719",851,5,"3",22589.226
"720",851,6,"3",719.817
"721",852,1,"3",624.188
"722",852,2,"3",1028.463
"723",852,3,"3",7586.363
"724",852,4,"3",4047.93
"725",852,5,"3",1969.201
"726",852,6,"3",73.31
"727",853,1,"2",16.747
"728",853,2,"2",544.833
"729",853,3,"2",2801
"730",853,4,"2",1324.333
"731",853,5,"2",426.158
"732",854,0,"3",433.699
"733",854,1,"3",6889.309
"734",854,2,"3",21154.495
"735",854,3,"3",196065.274
"736",854,4,"3",56803.424
"737",854,5,"3",41022.918
"738",854,6,"3",521.163
"739",855,0,"3",126.126
"740",855,1,"3",1364.555
"741",855,2,"3",3020.849
"742",855,3,"3",13744.548
"743",855,4,"3",4003.735
"744",855,5,"3",2340.272
"745",855,6,"3",133.806
"746",861,2,"2",152.401
"747",861,3,"2",6276.163
"748",861,4,"2",3702.849
"749",861,5,"2",9587.474
"750",861,6,"2",383.134
"751",862,0,"3",171.575
"752",862,1,"3",970.885
"753",862,2,"3",3843.639
"754",862,3,"3",46300.011
"755",862,4,"3",29475.511
"756",862,5,"3",36105.72
"757",862,6,"3",870.057
"758",863,0,"3",228.66
"759",863,1,"3",393.155
"760",863,2,"3",2412.638
"761",863,3,"3",70299.091
"762",863,4,"3",34381.815
"763",863,5,"3",17603.272
"764",863,6,"3",318.386
"765",864,1,"3",3528.545
"766",864,2,"3",12607.293
"767",864,3,"3",135774.414
"768",864,4,"3",33030.825
"769",864,5,"3",20600.562
"770",864,6,"3",234.702
"771",871,1,"2",94.62
"772",871,2,"2",129.888
"773",871,3,"2",3114.696
"774",871,4,"2",2910.327
"775",871,5,"2",4264.544
"776",871,6,"2",391.056
"777",872,1,"2",241.668
"778",872,2,"2",256.275
"779",872,3,"2",1051.36
"780",872,4,"2",217.198
"781",872,5,"2",766.26
"782",873,0,"2",3207.358
"783",873,1,"2",54654.755
"784",873,2,"2",158335.939
"785",873,3,"2",665253.745
"786",873,4,"2",99971.984
"787",873,5,"2",115207.423
"788",873,6,"2",3296.083
"789",874,0,"2",247.181
"790",874,1,"2",3110.388
"791",874,2,"2",9406.335
"792",874,3,"2",77518.853
"793",874,4,"2",19349.053
"794",874,5,"2",12642.648
"795",874,6,"2",124.05
"796",875,1,"2",3660.742
"797",875,2,"2",7812.602
"798",875,3,"2",68339.726
"799",875,4,"2",9816.543
"800",875,5,"2",7469.974
"801",875,6,"2",206.882
"802",876,1,"3",59.096
"803",876,2,"3",128.286
"804",876,3,"3",398.504
"805",876,4,"3",121.932
"806",876,5,"3",322.23
"807",881,1,"2",458.046
"808",881,2,"2",337.046
"809",881,3,"2",3963.888
"810",881,4,"2",5141.911
"811",881,5,"2",4741.341
"812",881,6,"2",519.489
"813",882,1,"2",621.412
"814",882,2,"2",1321.672
"815",882,3,"2",6100.367
"816",882,4,"2",2441.936
"817",882,5,"2",1816.508
"818",882,6,"2",415.561
"819",891,0,"3",302.785
"820",891,1,"3",2692.893
"821",891,2,"3",6507.188
"822",891,3,"3",34597.49
"823",891,4,"3",6459.51
"824",891,5,"3",7287.909
"825",891,6,"3",352.123
"826",892,0,"3",34.877
"827",892,1,"3",646.729
"828",892,2,"3",4550.202
"829",892,3,"3",36819.343
"830",892,4,"3",7595.63
"831",892,5,"3",11108.586
"832",892,6,"3",497.499
"833",899,0,"3",204.83
"834",899,1,"3",1367.447
"835",899,2,"3",5880.296
"836",899,3,"3",21522.394
"837",899,4,"3",7523.774
"838",899,5,"3",4219.724
"839",899,6,"3",150.644
"840",910,0,"2",4477.444
"841",910,1,"2",54891.309
"842",910,2,"2",90875.884
"843",910,3,"2",231513.165
"844",910,4,"2",24942.663
"845",910,5,"2",29437.863
"846",910,6,"2",160.256
"847",910,7,"2",331.086
"848",921,0,"2",275.405
"849",921,1,"2",5477.722
"850",921,2,"2",13464.966
"851",921,3,"2",62741.973
"852",921,4,"2",12938.669
"853",921,5,"2",13677.897
"854",922,0,"3",2170.498
"855",922,1,"3",13318.219
"856",922,2,"3",28699.623
"857",922,3,"3",192426.032
"858",922,4,"3",52354.535
"859",922,5,"3",62520.073
"860",922,6,"3",661.547
"861",930,0,"2",6351.612
"862",930,1,"2",42830.063
"863",930,2,"2",73305.172
"864",930,3,"2",230501.508
"865",930,4,"2",27101.457
"866",930,5,"2",23941.948
"867",930,6,"2",396.757
"868",941,0,"2",72847.389
"869",941,1,"2",249822.207
"870",941,2,"2",207807.463
"871",941,3,"2",231148.194
"872",941,4,"2",25839.98
"873",941,5,"2",25993.761
"874",941,6,"2",1266.862
"875",941,7,"2",329.966
"876",942,0,"2",1664.692
"877",942,1,"2",30227.877
"878",942,2,"2",54643.275
"879",942,3,"2",120375.047
"880",942,4,"2",15370.941
"881",942,5,"2",33052.285
"882",942,6,"2",992.543
"883",942,7,"2",372.537
"884",951,0,"2",5089.481
"885",951,1,"2",39675.878
"886",951,2,"2",46458.767
"887",951,3,"2",85326.431
"888",951,4,"2",8951.875
"889",951,5,"2",15442.138
"890",951,6,"2",132.374
"891",952,0,"3",11415.067
"892",952,1,"3",76103.755
"893",952,2,"3",79002.081
"894",952,3,"3",167017.629
"895",952,4,"3",33861.757
"896",952,5,"3",40523.713
"897",952,6,"3",1086.597
"898",953,0,"2",1455.088
"899",953,1,"2",8773.936
"900",953,2,"2",16359.206
"901",953,3,"2",99024.032
"902",953,4,"2",18550.26
"903",953,5,"2",24773.151
"904",953,6,"2",302.051
"905",991,0,"2",24205.421
"906",991,1,"2",60923.892
"907",991,2,"2",33026.57
"908",991,3,"2",35792.32
"909",991,4,"2",3252.674
"910",991,5,"2",3854.09
"911",991,6,"2",125.518
"912",992,0,"3",174.493
"913",992,1,"3",3767.991
"914",992,2,"3",7882.568
"915",992,3,"3",31523.369
"916",992,4,"3",10152.44
"917",992,5,"3",15826.035
"918",992,6,"3",81.633
"919",999,0,"2",4871.947
"920",999,1,"2",29527.827
"921",999,2,"2",26077.767
"922",999,3,"2",76852.932
"923",999,4,"2",11952.609
"924",999,5,"2",15725.212
"925",999,6,"2",848.744
"926",NA,0,NA,964126.453
"927",NA,1,NA,2100999.497
"928",NA,2,NA,1835860.493
"929",NA,3,NA,5971444.907
"930",NA,4,NA,1576664.968
"931",NA,5,NA,4277266.658
"932",NA,6,NA,341045.994
"933",NA,7,NA,53218.515
