"","IndustryGroup","JobGroup","RiskGroup","EduGroup","WageGroup","WageGroup2","AgeGroup","Sex","V20","V21","sum_Employment"
"1","1","1","1",3,"3","4","5",1,20,132,28.61
"2","1","1","1",4,"8","5","7",1,20,120,11.629
"3","1","1","1",5,"4","5","5",1,14,149,45.573
"4","1","1","1",5,"7","5","6",1,20,132,54.907
"5","1","1","1",6,"5","5","6",1,20,132,20.313
"6","1","2","1",1,"3","4","6",1,31,237,105.215
"7","1","2","1",1,NA,NA,"6",1,31,237,13.626
"8","1","2","1",2,"1","3","5",1,31,237,51.001
"9","1","2","1",2,"4","5","5",1,31,237,65.718
"10","1","2","1",2,"5","5","5",1,31,237,57.849
"11","1","2","1",2,NA,NA,"6",1,31,237,93.103
"12","1","2","1",3,"1","2","3",2,20,211,64.885
"13","1","2","1",3,"1","2","6",1,31,237,105.956
"14","1","2","1",3,"2","3","6",1,31,237,139.308
"15","1","2","1",3,"3","4","6",1,31,237,226.067
"16","1","2","1",3,"3","5","5",1,31,237,71.653
"17","1","2","1",3,"5","5","5",1,14,262,95.56
"18","1","2","1",3,NA,NA,"3",1,31,237,20.967
"19","1","2","1",3,NA,NA,"3",1,32,237,18.353
"20","1","2","1",3,NA,NA,"4",1,31,237,202.373
"21","1","2","1",3,NA,NA,"5",1,20,231,49.514
"22","1","2","1",3,NA,NA,"5",1,31,237,136.621
"23","1","2","1",4,"4","5","5",1,14,231,59.662
"24","1","2","1",4,"6","5","5",1,20,237,47.045
"25","1","2","1",4,NA,NA,"5",1,31,237,38.367
"26","1","2","1",4,NA,NA,"6",1,31,237,28.156
"27","1","2","1",5,"2","3","2",1,14,231,161.041
"28","1","2","1",5,"3","4","3",1,12,241,87.919
"29","1","2","1",5,"3","4","3",1,20,231,139.343
"30","1","2","1",5,"3","4","4",1,14,231,10.76
"31","1","2","1",5,"4","5","3",1,14,231,138.451
"32","1","2","1",5,"4","5","3",1,20,231,24.137
"33","1","2","1",5,"5","5","4",1,14,231,113.787
"34","1","2","1",5,"5","5","5",1,14,231,142.009
"35","1","2","1",5,"5","5","5",1,14,262,22.903
"36","1","2","1",5,"6","5","5",1,14,262,64.76
"37","1","2","1",6,"2","3","2",1,14,235,161.041
"38","1","2","1",6,"4","5","4",1,14,231,115.689
"39","1","2","1",7,"1","2","5",1,20,254,35.384
"40","1","2","2",2,"4","5","5",1,14,213,58.237
"41","1","2","2",3,NA,NA,"4",1,31,274,61.744
"42","1","2","2",3,NA,NA,"5",1,12,289,14.627
"43","1","2","2",4,"2","3","3",2,11,213,99.306
"44","1","2","2",4,"4","5","4",1,14,213,184.964
"45","1","2","2",5,"1","2","3",2,14,213,101.323
"46","1","2","2",5,"3","5","3",1,20,213,4.224
"47","1","2","2",5,"3","5","4",1,12,289,8.724
"48","1","2","2",5,"3","5","4",1,14,234,25.554
"49","1","2","2",5,"3","5","4",1,20,213,144.126
"50","1","2","2",5,"4","5","4",1,20,213,109.369
"51","1","2","2",5,"4","5","5",1,20,213,11.129
"52","1","2","2",5,"5","5","4",1,20,223,244.251
"53","1","2","2",5,"5","5","5",1,20,213,51.294
"54","1","2","2",5,"6","5","5",1,20,213,3.779
"55","1","2","2",5,NA,NA,"3",1,31,274,57.005
"56","1","3","2",3,"3","4","4",1,20,311,15.468
"57","1","3","2",3,"3","4","4",2,20,311,5.752
"58","1","3","2",4,"2","4","4",1,14,311,36.654
"59","1","3","2",4,"4","5","4",1,14,311,134.276
"60","1","3","2",5,"3","4","4",1,14,311,6.843
"61","1","3","2",5,"3","5","4",1,14,311,96.781
"62","1","3","2",5,"3","5","4",2,14,311,43.628
"63","1","3","2",5,"4","5","3",1,20,311,41.338
"64","1","3","2",5,"4","5","5",1,14,311,207.755
"65","1","3","2",5,"5","5","5",1,14,311,70.787
"66","1","3","3",1,"1","2","4",2,11,313,13.881
"67","1","3","3",1,"2","3","5",1,31,312,34.586
"68","1","3","3",1,"2","3","6",2,12,312,7.601
"69","1","3","3",1,NA,NA,"6",2,31,313,29.731
"70","1","3","3",2,"0","1","7",1,32,312,89.438
"71","1","3","3",2,NA,NA,"5",2,31,313,57.705
"72","1","3","3",3,"0","1","4",2,20,313,22.341
"73","1","3","3",3,"1","1","2",1,32,312,101.1
"74","1","3","3",3,"1","1","5",2,32,313,107.06
"75","1","3","3",3,"1","2","2",2,11,313,25.064
"76","1","3","3",3,"1","2","2",2,31,313,216.798
"77","1","3","3",3,"1","2","3",2,11,313,93.268
"78","1","3","3",3,"1","2","3",2,11,314,36.741
"79","1","3","3",3,"1","2","3",2,12,313,134.37
"80","1","3","3",3,"1","2","4",2,11,312,20.875
"81","1","3","3",3,"1","2","4",2,12,313,66.817
"82","1","3","3",3,"1","2","4",2,20,313,20.867
"83","1","3","3",3,"1","2","5",2,20,320,10.654
"84","1","3","3",3,"1","3","3",2,12,313,12.999
"85","1","3","3",3,"2","3","3",1,20,312,6.809
"86","1","3","3",3,"2","3","6",1,31,312,99.8
"87","1","3","3",3,"2","4","3",1,14,312,90.844
"88","1","3","3",3,"2","4","4",1,20,312,4.479
"89","1","3","3",3,"2","4","5",2,12,312,208.665
"90","1","3","3",3,"2","4","5",2,12,313,74.397
"91","1","3","3",3,"2","4","6",1,20,312,5.844
"92","1","3","3",3,"2","4","7",1,14,312,38.745
"93","1","3","3",3,"3","4","6",1,20,312,11.023
"94","1","3","3",3,"3","5","4",1,14,312,28.521
"95","1","3","3",3,"3","5","5",1,12,312,9.985
"96","1","3","3",3,"4","5","5",1,20,312,10.448
"97","1","3","3",3,"5","5","6",1,20,312,3.731
"98","1","3","3",3,NA,NA,"4",2,14,313,21.166
"99","1","3","3",3,NA,NA,"4",2,20,313,20.962
"100","1","3","3",3,NA,NA,"5",1,31,312,84.651
"101","1","3","3",3,NA,NA,"5",2,14,313,23.618
"102","1","3","3",3,NA,NA,"5",2,32,313,29.468
"103","1","3","3",4,"1","2","3",2,20,313,31.128
"104","1","3","3",4,"1","2","3",2,20,314,21.304
"105","1","3","3",4,"1","2","6",2,12,313,12.022
"106","1","3","3",4,"2","3","4",1,14,312,57.526
"107","1","3","3",4,"2","3","4",1,20,320,26.377
"108","1","3","3",4,"2","4","5",1,14,312,3.923
"109","1","3","3",4,"2","4","5",1,20,312,14.343
"110","1","3","3",4,"3","4","4",2,14,312,51.084
"111","1","3","3",4,"3","5","4",1,20,312,41.12
"112","1","3","3",4,"3","5","6",1,14,312,10.023
"113","1","3","3",4,"4","5","4",1,14,312,11.776
"114","1","3","3",4,"4","5","4",1,20,320,11.245
"115","1","3","3",4,"5","5","4",1,14,312,46.18
"116","1","3","3",4,"5","5","5",1,14,312,10.921
"117","1","3","3",4,NA,NA,"4",2,12,313,65.026
"118","1","3","3",4,NA,NA,"6",2,12,313,241.818
"119","1","3","3",5,"1","1","5",2,14,312,95.746
"120","1","3","3",5,"1","2","2",2,14,313,33.474
"121","1","3","3",5,"1","2","3",1,14,312,53.355
"122","1","3","3",5,"1","2","3",1,20,312,63.474
"123","1","3","3",5,"1","2","3",2,12,312,165.183
"124","1","3","3",5,"1","2","3",2,12,313,186.84
"125","1","3","3",5,"1","2","3",2,20,320,18.258
"126","1","3","3",5,"1","2","4",2,20,312,126.87
"127","1","3","3",5,"1","3","4",1,14,313,68.48
"128","1","3","3",5,"2","3","2",1,14,312,20.21
"129","1","3","3",5,"2","3","3",1,32,314,28.348
"130","1","3","3",5,"2","3","3",2,12,313,26.854
"131","1","3","3",5,"2","3","3",2,32,313,39.577
"132","1","3","3",5,"2","4","3",1,14,312,206.659
"133","1","3","3",5,"2","4","3",1,20,312,5.093
"134","1","3","3",5,"2","4","3",1,31,312,127.158
"135","1","3","3",5,"2","4","4",1,20,312,120.511
"136","1","3","3",5,"3","4","4",1,14,312,8.1
"137","1","3","3",5,"3","4","4",1,20,312,154.184
"138","1","3","3",5,"3","4","4",2,14,313,358.402
"139","1","3","3",5,"3","5","3",1,20,312,303.449
"140","1","3","3",5,"3","5","3",2,14,313,44.087
"141","1","3","3",5,"3","5","4",1,20,312,12.38
"142","1","3","3",5,"3","5","4",2,20,312,20.477
"143","1","3","3",5,"4","5","4",2,14,312,61.197
"144","1","3","3",5,"5","5","4",1,14,312,21.143
"145","1","3","3",5,"5","5","4",1,14,330,81.776
"146","1","3","3",5,"5","5","4",2,31,313,178.307
"147","1","3","3",5,"5","5","5",1,11,312,6.48
"148","1","3","3",5,"5","5","5",1,14,312,58.838
"149","1","3","3",5,"5","5","5",1,14,313,128.403
"150","1","3","3",5,"6","5","5",1,14,312,31.369
"151","1","3","3",5,"8","5","5",1,12,312,74.803
"152","1","3","3",5,NA,NA,"3",2,32,313,12.39
"153","1","3","3",5,NA,NA,"4",2,31,313,74.595
"154","1","3","3",5,NA,NA,"5",2,12,313,41.722
"155","1","3","3",5,NA,NA,"6",1,12,312,61.596
"156","1","4","2",0,"1","2","7",2,12,441,28.682
"157","1","4","2",1,"1","2","6",2,12,441,31.483
"158","1","4","2",3,"1","1","5",2,12,441,55.049
"159","1","4","2",3,"1","2","7",2,32,441,67.294
"160","1","4","2",5,"1","3","3",1,20,432,10.161
"161","1","4","3",4,"4","5","4",1,32,412,34.562
"162","1","5","2",3,"3","5","4",1,12,510,50.864
"163","1","5","3",1,NA,NA,"5",2,12,521,34.396
"164","1","5","3",1,NA,NA,"6",2,11,521,173.297
"165","1","5","3",1,NA,NA,"6",2,31,521,51.439
"166","1","5","3",1,NA,NA,"7",2,11,530,38.399
"167","1","5","3",2,NA,NA,"4",1,20,521,64.808
"168","1","5","3",2,NA,NA,"5",2,31,530,65.639
"169","1","5","3",2,NA,NA,"6",1,31,521,18.367
"170","1","5","3",3,"1","2","4",2,12,521,58.86
"171","1","5","3",3,"1","2","5",1,20,521,39.278
"172","1","5","3",3,"1","2","5",2,11,521,114.339
"173","1","5","3",3,"2","3","4",2,11,521,29.796
"174","1","5","3",3,NA,NA,"5",1,20,521,15.636
"175","1","5","3",3,NA,NA,"5",2,32,521,7.871
"176","1","5","3",4,NA,NA,"4",2,12,521,33.674
"177","1","5","3",5,NA,NA,"4",2,11,521,62.885
"178","1","5","3",5,NA,NA,"4",2,11,530,88.594
"179","1","6","2",0,"0","1","7",2,11,611,8.633
"180","1","6","2",0,"1","2","6",1,11,612,156.025
"181","1","6","2",0,"1","2","6",2,11,611,20.563
"182","1","6","2",0,NA,NA,"2",2,11,611,44.943
"183","1","6","2",0,NA,NA,"3",2,11,611,32.319
"184","1","6","2",0,NA,NA,"4",1,11,611,161.717
"185","1","6","2",0,NA,NA,"4",2,11,611,184.357
"186","1","6","2",0,NA,NA,"5",1,11,611,1582.98
"187","1","6","2",0,NA,NA,"5",2,11,611,1907.044
"188","1","6","2",0,NA,NA,"5",2,11,612,17.753
"189","1","6","2",0,NA,NA,"6",1,11,611,4492.556
"190","1","6","2",0,NA,NA,"6",2,11,611,10621.703
"191","1","6","2",0,NA,NA,"6",2,11,612,163.64
"192","1","6","2",0,NA,NA,"7",1,11,611,27380.822
"193","1","6","2",0,NA,NA,"7",1,11,612,126.064
"194","1","6","2",0,NA,NA,"7",1,20,611,30.869
"195","1","6","2",0,NA,NA,"7",2,11,611,68569.586
"196","1","6","2",0,NA,NA,"7",2,11,612,261.158
"197","1","6","2",1,"0","1","6",2,11,611,89.281
"198","1","6","2",1,"0","1","7",2,11,611,19.014
"199","1","6","2",1,"1","1","5",1,11,611,32.837
"200","1","6","2",1,"1","2","2",1,11,612,43.325
"201","1","6","2",1,"1","2","3",1,11,612,21.146
"202","1","6","2",1,"1","2","4",1,11,611,17.114
"203","1","6","2",1,"1","2","6",1,11,611,159.226
"204","1","6","2",1,"1","2","6",2,11,612,27.906
"205","1","6","2",1,"1","2","7",1,11,611,269.598
"206","1","6","2",1,"2","3","6",2,11,611,92.538
"207","1","6","2",1,"2","4","5",1,11,611,19.004
"208","1","6","2",1,NA,NA,"2",2,11,611,253.902
"209","1","6","2",1,NA,NA,"3",1,11,611,130.719
"210","1","6","2",1,NA,NA,"3",2,11,611,399.233
"211","1","6","2",1,NA,NA,"4",1,11,611,1134.917
"212","1","6","2",1,NA,NA,"4",2,11,611,1032.642
"213","1","6","2",1,NA,NA,"5",1,11,611,15871.427
"214","1","6","2",1,NA,NA,"5",1,11,612,260.39
"215","1","6","2",1,NA,NA,"5",1,20,612,29.642
"216","1","6","2",1,NA,NA,"5",2,11,611,21362.905
"217","1","6","2",1,NA,NA,"5",2,11,612,138.131
"218","1","6","2",1,NA,NA,"5",2,20,612,18.502
"219","1","6","2",1,NA,NA,"6",1,11,611,65377.651
"220","1","6","2",1,NA,NA,"6",1,11,612,505.324
"221","1","6","2",1,NA,NA,"6",1,20,612,28.396
"222","1","6","2",1,NA,NA,"6",2,11,611,84372.234
"223","1","6","2",1,NA,NA,"6",2,11,612,920.463
"224","1","6","2",1,NA,NA,"6",2,20,612,6.636
"225","1","6","2",1,NA,NA,"7",1,11,611,124331.347
"226","1","6","2",1,NA,NA,"7",1,11,612,595.461
"227","1","6","2",1,NA,NA,"7",1,12,611,30.121
"228","1","6","2",1,NA,NA,"7",1,20,612,186.132
"229","1","6","2",1,NA,NA,"7",2,11,611,91541.368
"230","1","6","2",1,NA,NA,"7",2,11,612,502.196
"231","1","6","2",1,NA,NA,"7",2,13,611,3.696
"232","1","6","2",2,"0","1","5",2,20,612,5.429
"233","1","6","2",2,"1","1","3",2,11,611,16.989
"234","1","6","2",2,"1","1","5",2,11,611,24.043
"235","1","6","2",2,"1","2","4",2,11,611,123.349
"236","1","6","2",2,"1","2","5",1,11,611,42.792
"237","1","6","2",2,"1","2","5",1,11,612,42.257
"238","1","6","2",2,"1","2","5",2,11,611,25.674
"239","1","6","2",2,"1","2","5",2,11,612,110.464
"240","1","6","2",2,"1","2","6",2,11,611,16.81
"241","1","6","2",2,"2","4","4",1,11,611,15.037
"242","1","6","2",2,"3","5","5",1,11,611,35.647
"243","1","6","2",2,NA,NA,"2",1,11,611,170.555
"244","1","6","2",2,NA,NA,"2",1,11,612,40.368
"245","1","6","2",2,NA,NA,"2",2,11,611,449.317
"246","1","6","2",2,NA,NA,"3",1,11,611,507.448
"247","1","6","2",2,NA,NA,"3",1,11,612,227.49
"248","1","6","2",2,NA,NA,"3",2,11,611,768.412
"249","1","6","2",2,NA,NA,"3",2,11,612,31.95
"250","1","6","2",2,NA,NA,"4",1,11,611,2830.942
"251","1","6","2",2,NA,NA,"4",2,11,611,3163.022
"252","1","6","2",2,NA,NA,"4",2,11,612,112.574
"253","1","6","2",2,NA,NA,"5",1,11,611,29811.578
"254","1","6","2",2,NA,NA,"5",1,11,612,172.249
"255","1","6","2",2,NA,NA,"5",1,13,611,35.562
"256","1","6","2",2,NA,NA,"5",1,20,612,15.248
"257","1","6","2",2,NA,NA,"5",2,11,611,29222.708
"258","1","6","2",2,NA,NA,"5",2,11,612,425.042
"259","1","6","2",2,NA,NA,"6",1,11,611,56449.381
"260","1","6","2",2,NA,NA,"6",1,11,612,638.745
"261","1","6","2",2,NA,NA,"6",1,20,612,30.539
"262","1","6","2",2,NA,NA,"6",2,11,611,33333.209
"263","1","6","2",2,NA,NA,"6",2,11,612,394.752
"264","1","6","2",2,NA,NA,"6",2,20,612,15.038
"265","1","6","2",2,NA,NA,"7",1,11,611,48258.949
"266","1","6","2",2,NA,NA,"7",1,11,612,439.978
"267","1","6","2",2,NA,NA,"7",1,20,612,125.219
"268","1","6","2",2,NA,NA,"7",2,11,611,12551.724
"269","1","6","2",2,NA,NA,"7",2,11,612,186.722
"270","1","6","2",2,NA,NA,"7",2,20,612,5.768
"271","1","6","2",3,"0","1","2",1,11,611,64.273
"272","1","6","2",3,"0","1","2",2,11,611,58.774
"273","1","6","2",3,"1","1","3",1,11,611,20.433
"274","1","6","2",3,"1","1","5",1,11,611,29.422
"275","1","6","2",3,"1","1","6",1,11,611,27.241
"276","1","6","2",3,"1","2","2",1,11,611,29.451
"277","1","6","2",3,"1","2","2",1,11,612,248.017
"278","1","6","2",3,"1","2","4",1,11,611,8.009
"279","1","6","2",3,"1","2","4",2,11,611,163.42
"280","1","6","2",3,"1","2","5",2,11,612,179.437
"281","1","6","2",3,"1","2","6",1,11,611,30.568
"282","1","6","2",3,"1","3","2",1,11,612,97.893
"283","1","6","2",3,"1","3","4",1,11,611,149.33
"284","1","6","2",3,"1","3","5",1,11,611,137.289
"285","1","6","2",3,"2","3","2",1,11,611,39.795
"286","1","6","2",3,"2","3","3",1,11,612,34.565
"287","1","6","2",3,"2","3","4",1,11,611,393.587
"288","1","6","2",3,"2","3","4",1,20,611,19.855
"289","1","6","2",3,"2","3","4",1,20,612,18.579
"290","1","6","2",3,"2","3","5",1,11,611,193.226
"291","1","6","2",3,"2","3","6",1,11,611,3.015
"292","1","6","2",3,"2","4","4",1,11,611,108.526
"293","1","6","2",3,"2","4","4",1,11,612,62.6
"294","1","6","2",3,"2","4","6",1,11,611,13.687
"295","1","6","2",3,"2","4","7",1,11,612,30.397
"296","1","6","2",3,"4","5","5",1,11,612,16.596
"297","1","6","2",3,"5","5","4",1,11,611,63.479
"298","1","6","2",3,NA,NA,"1",1,11,611,360.55
"299","1","6","2",3,NA,NA,"1",1,11,612,25.236
"300","1","6","2",3,NA,NA,"1",2,11,611,18.542
"301","1","6","2",3,NA,NA,"2",1,11,611,2400.819
"302","1","6","2",3,NA,NA,"2",2,11,611,565.681
"303","1","6","2",3,NA,NA,"3",1,11,611,7382.766
"304","1","6","2",3,NA,NA,"3",1,11,612,261.419
"305","1","6","2",3,NA,NA,"3",2,11,611,3007.226
"306","1","6","2",3,NA,NA,"3",2,11,612,120.477
"307","1","6","2",3,NA,NA,"4",1,11,611,29386.774
"308","1","6","2",3,NA,NA,"4",1,11,612,942.059
"309","1","6","2",3,NA,NA,"4",1,12,611,37.855
"310","1","6","2",3,NA,NA,"4",1,20,612,96.417
"311","1","6","2",3,NA,NA,"4",2,11,611,14363.736
"312","1","6","2",3,NA,NA,"4",2,11,612,645.208
"313","1","6","2",3,NA,NA,"4",2,20,612,21.306
"314","1","6","2",3,NA,NA,"5",1,11,611,62037.217
"315","1","6","2",3,NA,NA,"5",1,11,612,2821.814
"316","1","6","2",3,NA,NA,"5",1,20,612,119.28
"317","1","6","2",3,NA,NA,"5",2,11,611,26434.885
"318","1","6","2",3,NA,NA,"5",2,11,612,551.58
"319","1","6","2",3,NA,NA,"5",2,20,612,15.125
"320","1","6","2",3,NA,NA,"6",1,11,611,58094.021
"321","1","6","2",3,NA,NA,"6",1,11,612,979.599
"322","1","6","2",3,NA,NA,"6",1,20,612,246.105
"323","1","6","2",3,NA,NA,"6",2,11,611,13992.075
"324","1","6","2",3,NA,NA,"6",2,11,612,225.389
"325","1","6","2",3,NA,NA,"6",2,20,612,77.814
"326","1","6","2",3,NA,NA,"7",1,11,611,38090.91
"327","1","6","2",3,NA,NA,"7",1,11,612,620.159
"328","1","6","2",3,NA,NA,"7",1,20,612,32.787
"329","1","6","2",3,NA,NA,"7",2,11,611,3691.724
"330","1","6","2",3,NA,NA,"7",2,11,612,47.094
"331","1","6","2",4,"0","1","3",1,11,611,21.677
"332","1","6","2",4,"1","1","4",1,11,611,23.167
"333","1","6","2",4,"1","2","2",1,11,611,66.752
"334","1","6","2",4,"1","2","3",2,11,611,52.469
"335","1","6","2",4,"1","2","4",2,11,611,9.785
"336","1","6","2",4,"1","3","3",1,11,612,131.326
"337","1","6","2",4,"2","3","2",1,11,612,97.893
"338","1","6","2",4,"2","3","4",1,11,611,78.875
"339","1","6","2",4,"2","4","2",1,11,612,97.893
"340","1","6","2",4,"3","4","3",1,11,611,115.873
"341","1","6","2",4,NA,NA,"2",1,11,611,2996.849
"342","1","6","2",4,NA,NA,"2",1,13,611,62.189
"343","1","6","2",4,NA,NA,"2",2,11,611,159.86
"344","1","6","2",4,NA,NA,"3",1,11,611,7130.896
"345","1","6","2",4,NA,NA,"3",1,11,612,30.251
"346","1","6","2",4,NA,NA,"3",2,11,611,929.359
"347","1","6","2",4,NA,NA,"4",1,11,611,7262.798
"348","1","6","2",4,NA,NA,"4",1,11,612,544.273
"349","1","6","2",4,NA,NA,"4",2,11,611,2008.869
"350","1","6","2",4,NA,NA,"4",2,11,612,79.979
"351","1","6","2",4,NA,NA,"5",1,11,611,8144.04
"352","1","6","2",4,NA,NA,"5",1,11,612,269.695
"353","1","6","2",4,NA,NA,"5",1,20,612,15.217
"354","1","6","2",4,NA,NA,"5",2,11,611,1245.594
"355","1","6","2",4,NA,NA,"5",2,11,612,37.586
"356","1","6","2",4,NA,NA,"6",1,11,611,3896.468
"357","1","6","2",4,NA,NA,"6",1,11,612,174.418
"358","1","6","2",4,NA,NA,"6",1,20,612,18.78
"359","1","6","2",4,NA,NA,"6",2,11,611,439.424
"360","1","6","2",4,NA,NA,"7",1,11,611,1492.977
"361","1","6","2",4,NA,NA,"7",2,11,611,35.515
"362","1","6","2",5,"0","1","2",1,11,611,35.537
"363","1","6","2",5,"1","1","4",1,11,611,84.321
"364","1","6","2",5,"1","2","2",1,11,611,27.033
"365","1","6","2",5,"1","2","2",2,11,612,59.892
"366","1","6","2",5,"1","2","6",1,20,612,53.784
"367","1","6","2",5,"1","3","3",1,11,612,83.715
"368","1","6","2",5,"2","4","2",1,11,612,137.207
"369","1","6","2",5,"2","4","2",2,11,611,72.446
"370","1","6","2",5,"2","4","3",1,11,611,16.153
"371","1","6","2",5,"2","4","4",1,20,612,18.048
"372","1","6","2",5,"2","4","5",1,11,612,61.804
"373","1","6","2",5,"3","4","4",1,11,611,61.732
"374","1","6","2",5,"3","4","4",1,20,612,33.064
"375","1","6","2",5,"3","5","5",1,11,611,132.965
"376","1","6","2",5,"3","5","5",1,11,612,223.88
"377","1","6","2",5,NA,NA,"1",1,11,611,17.284
"378","1","6","2",5,NA,NA,"2",1,11,611,2079.159
"379","1","6","2",5,NA,NA,"2",1,11,612,40.368
"380","1","6","2",5,NA,NA,"2",1,20,612,34.746
"381","1","6","2",5,NA,NA,"2",2,11,611,189.778
"382","1","6","2",5,NA,NA,"3",1,11,611,6331.614
"383","1","6","2",5,NA,NA,"3",1,11,612,105.845
"384","1","6","2",5,NA,NA,"3",2,11,611,874.774
"385","1","6","2",5,NA,NA,"3",2,11,612,16.44
"386","1","6","2",5,NA,NA,"4",1,11,611,8643.594
"387","1","6","2",5,NA,NA,"4",1,11,612,400.843
"388","1","6","2",5,NA,NA,"4",1,20,612,24.974
"389","1","6","2",5,NA,NA,"4",2,11,611,1741.241
"390","1","6","2",5,NA,NA,"4",2,11,612,107.683
"391","1","6","2",5,NA,NA,"5",1,11,611,12925.442
"392","1","6","2",5,NA,NA,"5",1,11,612,336.139
"393","1","6","2",5,NA,NA,"5",1,20,612,39.223
"394","1","6","2",5,NA,NA,"5",2,11,611,2336.987
"395","1","6","2",5,NA,NA,"5",2,11,612,29.022
"396","1","6","2",5,NA,NA,"6",1,11,611,8944.407
"397","1","6","2",5,NA,NA,"6",1,11,612,211.68
"398","1","6","2",5,NA,NA,"6",1,20,612,46.022
"399","1","6","2",5,NA,NA,"6",2,11,611,1418.742
"400","1","6","2",5,NA,NA,"6",2,11,612,19.995
"401","1","6","2",5,NA,NA,"7",1,11,611,8524.7
"402","1","6","2",5,NA,NA,"7",1,11,612,258.955
"403","1","6","2",5,NA,NA,"7",2,11,611,421.859
"404","1","6","2",5,NA,NA,"7",2,11,612,84.198
"405","1","6","2",6,"1","2","2",1,11,611,157.764
"406","1","6","2",6,"2","4","4",1,11,611,12.84
"407","1","6","2",6,"3","4","5",1,11,611,25.457
"408","1","6","2",6,NA,NA,"2",1,11,611,35.357
"409","1","6","2",6,NA,NA,"2",2,11,611,76.559
"410","1","6","2",6,NA,NA,"3",1,11,611,186.302
"411","1","6","2",6,NA,NA,"3",1,20,612,67.039
"412","1","6","2",6,NA,NA,"4",1,11,611,663.722
"413","1","6","2",6,NA,NA,"4",2,11,611,60.06
"414","1","6","2",6,NA,NA,"5",1,11,611,1493.869
"415","1","6","2",6,NA,NA,"5",1,11,612,119.463
"416","1","6","2",6,NA,NA,"5",2,11,611,110.746
"417","1","6","2",6,NA,NA,"5",2,11,612,11.524
"418","1","6","2",6,NA,NA,"6",1,11,611,2711.871
"419","1","6","2",6,NA,NA,"6",1,11,612,15.827
"420","1","6","2",6,NA,NA,"6",2,11,611,76.45
"421","1","6","2",6,NA,NA,"7",1,11,611,557.79
"422","1","6","2",6,NA,NA,"7",1,11,612,201.653
"423","1","6","2",6,NA,NA,"7",2,11,611,41.152
"424","1","6","2",7,"2","3","2",2,20,612,43.516
"425","1","6","2",7,NA,NA,"4",1,11,611,240.129
"426","1","6","2",7,NA,NA,"4",2,11,611,4.693
"427","1","6","2",7,NA,NA,"5",1,11,611,350.645
"428","1","6","2",7,NA,NA,"6",1,11,611,298.7
"429","1","6","2",7,NA,NA,"6",1,11,612,34.164
"430","1","6","2",7,NA,NA,"7",1,11,611,86.281
"431","1","6","2",7,NA,NA,"7",1,11,612,50.732
"432","1","6","3",0,"0","1","6",1,12,613,29.854
"433","1","6","3",0,"1","1","6",1,12,613,7.935
"434","1","6","3",0,"1","1","7",1,12,613,15.865
"435","1","6","3",0,"1","2","4",1,12,613,45.137
"436","1","6","3",0,"1","2","6",1,32,630,73.819
"437","1","6","3",0,"2","4","6",1,31,630,28.869
"438","1","6","3",0,NA,NA,"4",2,12,613,8.208
"439","1","6","3",0,NA,NA,"4",2,32,630,12.221
"440","1","6","3",0,NA,NA,"5",1,12,613,92.483
"441","1","6","3",0,NA,NA,"5",1,31,630,59.855
"442","1","6","3",0,NA,NA,"5",2,12,613,43.427
"443","1","6","3",0,NA,NA,"5",2,20,620,31.61
"444","1","6","3",0,NA,NA,"5",2,31,630,9.672
"445","1","6","3",0,NA,NA,"6",1,12,613,179.471
"446","1","6","3",0,NA,NA,"6",1,20,620,65.796
"447","1","6","3",0,NA,NA,"6",1,31,630,67.578
"448","1","6","3",0,NA,NA,"6",1,32,630,43.267
"449","1","6","3",0,NA,NA,"6",2,12,613,206.574
"450","1","6","3",0,NA,NA,"6",2,20,620,9.343
"451","1","6","3",0,NA,NA,"6",2,31,630,330.445
"452","1","6","3",0,NA,NA,"6",2,32,630,47.257
"453","1","6","3",0,NA,NA,"7",1,12,613,473.749
"454","1","6","3",0,NA,NA,"7",1,20,620,16.71
"455","1","6","3",0,NA,NA,"7",1,31,630,401.77
"456","1","6","3",0,NA,NA,"7",1,32,630,13.242
"457","1","6","3",0,NA,NA,"7",2,11,620,8.6
"458","1","6","3",0,NA,NA,"7",2,12,613,444.682
"459","1","6","3",0,NA,NA,"7",2,20,620,276.197
"460","1","6","3",0,NA,NA,"7",2,31,630,143.517
"461","1","6","3",0,NA,NA,"7",2,32,630,32.488
"462","1","6","3",1,"0","1","6",1,31,630,16.029
"463","1","6","3",1,"1","1","2",2,32,630,39.797
"464","1","6","3",1,"1","1","4",2,12,613,24.498
"465","1","6","3",1,"1","1","5",1,20,620,13.895
"466","1","6","3",1,"1","1","6",1,20,620,60.731
"467","1","6","3",1,"1","1","6",1,31,630,12.487
"468","1","6","3",1,"1","1","7",1,12,613,11.838
"469","1","6","3",1,"1","2","5",1,12,613,68.475
"470","1","6","3",1,"1","2","5",1,20,620,22.59
"471","1","6","3",1,"1","2","5",1,31,630,40.757
"472","1","6","3",1,"1","2","6",1,12,613,88.89
"473","1","6","3",1,"1","2","6",1,20,620,67.88
"474","1","6","3",1,"1","2","6",1,31,630,227.398
"475","1","6","3",1,"1","2","7",1,20,620,76.137
"476","1","6","3",1,"1","3","5",1,32,630,118.737
"477","1","6","3",1,"1","3","6",1,20,620,23.742
"478","1","6","3",1,"1","3","6",1,31,630,161.461
"479","1","6","3",1,"2","3","4",1,12,613,31.908
